train/episode,epoch,test/episode,stats_o/mean,stats_o/std,train/success_rate,test/success_rate,stats_g/mean,test/mean_Q,stats_g/std
5360.0,267,2680.0,0.22126813,0.11185265,0.1875,0.975,0.88340133,-2.3011608,0.12208197
5380.0,268,2690.0,0.22124994,0.11184413,0.2375,0.975,0.8833863,-3.823346,0.1220608
5400.0,269,2700.0,0.221226,0.11183235,0.2125,0.975,0.8834255,-2.9182682,0.12205172
5420.0,270,2710.0,0.22124448,0.11183073,0.2375,1.0,0.8834588,-1.700431,0.12204138
5440.0,271,2720.0,0.22122978,0.111793235,0.25,0.8500000000000001,0.88347584,-2.9106584,0.12202778
5460.0,272,2730.0,0.22120272,0.11176303,0.275,1.0,0.8834912,-1.7799101,0.12201751
5480.0,273,2740.0,0.22118421,0.11173657,0.2375,1.0,0.8835225,-1.9650753,0.12198424
5500.0,274,2750.0,0.2211617,0.11173604,0.16249999999999998,0.975,0.883534,-2.3552074,0.12198404
5520.0,275,2760.0,0.22116452,0.1117249,0.16249999999999998,0.975,0.88354677,-1.7730412,0.122008406
5540.0,276,2770.0,0.22113733,0.11175588,0.26249999999999996,1.0,0.88357574,-1.8352766,0.12199455
5560.0,277,2780.0,0.22111925,0.11175046,0.275,1.0,0.8836109,-2.2733908,0.1219851
5580.0,278,2790.0,0.22111277,0.111789666,0.2625,0.95,0.8836601,-3.1553347,0.12201222
5600.0,279,2800.0,0.2210917,0.1117547,0.1625,1.0,0.883689,-2.6125178,0.12197507
5620.0,280,2810.0,0.22107637,0.11172188,0.25,0.975,0.8836941,-2.4247465,0.12196321
5640.0,281,2820.0,0.2210525,0.11170257,0.24999999999999997,1.0,0.88369244,-1.9989803,0.121934615
5660.0,282,2830.0,0.22104853,0.11166565,0.25,1.0,0.8837159,-2.0647044,0.1219489
5680.0,283,2840.0,0.22103004,0.111663125,0.23750000000000002,1.0,0.88371545,-2.101744,0.121929914
5700.0,284,2850.0,0.2210246,0.111600734,0.2625,0.975,0.88374513,-2.9596107,0.12190052
5720.0,285,2860.0,0.22099426,0.11156364,0.1875,0.975,0.8837662,-1.8728927,0.12186617
5740.0,286,2870.0,0.22096552,0.11155347,0.25,1.0,0.8837847,-1.5964727,0.12185911
5760.0,287,2880.0,0.22096185,0.11154459,0.175,0.975,0.88382244,-2.2949247,0.12184986
5780.0,288,2890.0,0.22093616,0.11153406,0.22499999999999998,0.95,0.8838,-1.9490521,0.12183697
5800.0,289,2900.0,0.2208984,0.11152131,0.225,1.0,0.88381433,-1.7471428,0.12182289
5820.0,290,2910.0,0.22087719,0.11149733,0.325,1.0,0.883838,-1.9548717,0.121834226
5840.0,291,2920.0,0.22085099,0.11145817,0.1625,1.0,0.8838325,-1.4840562,0.12178594
5860.0,292,2930.0,0.220835,0.11144351,0.2,0.9,0.8838501,-3.429082,0.121747315
5880.0,293,2940.0,0.22082897,0.11143385,0.22500000000000003,0.975,0.88386536,-2.6908627,0.12176565
5900.0,294,2950.0,0.22081445,0.111414365,0.25,1.0,0.88391167,-2.2717032,0.12170986
5920.0,295,2960.0,0.22080204,0.11140605,0.2,1.0,0.8839121,-1.8282883,0.12168311
5940.0,296,2970.0,0.220798,0.11134999,0.2,0.975,0.88392544,-2.841411,0.12163189
5960.0,297,2980.0,0.22077014,0.11132347,0.28750000000000003,1.0,0.8839364,-1.6339382,0.1216112
5980.0,298,2990.0,0.2207584,0.11131607,0.275,1.0,0.8839693,-1.8774035,0.12163472
6000.0,299,3000.0,0.22075815,0.11132532,0.275,0.925,0.88395405,-1.8564284,0.121627
6020.0,300,3010.0,0.2207561,0.11129066,0.23750000000000002,0.925,0.8839596,-2.3492372,0.12160221
6040.0,301,3020.0,0.22074184,0.11129134,0.225,0.925,0.8839975,-2.446206,0.12160369
6060.0,302,3030.0,0.22073042,0.11125083,0.21250000000000002,0.975,0.884033,-1.8905201,0.12157758
6080.0,303,3040.0,0.22070585,0.1112455,0.22499999999999998,1.0,0.8840392,-2.2699575,0.12157705
6100.0,304,3050.0,0.22070646,0.11124806,0.175,0.975,0.8840702,-2.092544,0.121587835
6120.0,305,3060.0,0.22068566,0.111242235,0.2625,0.9,0.88409275,-2.3806467,0.121566154
6140.0,306,3070.0,0.22066136,0.111215696,0.1375,0.95,0.8840987,-1.6996061,0.121533126
6160.0,307,3080.0,0.22065353,0.11119519,0.225,0.9,0.88411504,-2.2733302,0.12150409
6180.0,308,3090.0,0.2206384,0.11119264,0.2625,0.95,0.88413197,-4.071778,0.12150821
6200.0,309,3100.0,0.22062396,0.11113037,0.25,0.975,0.8841555,-2.1656008,0.12145391
6220.0,310,3110.0,0.2206009,0.11112366,0.15000000000000002,0.975,0.88413864,-2.1749897,0.12147059
6240.0,311,3120.0,0.22058693,0.11108922,0.26249999999999996,1.0,0.8841416,-1.8643583,0.121439494
6260.0,312,3130.0,0.22057901,0.11106577,0.2125,1.0,0.8841882,-2.4574308,0.12145094
6280.0,313,3140.0,0.22055756,0.111053884,0.1625,1.0,0.8841924,-2.0982018,0.12141407
6300.0,314,3150.0,0.22055006,0.111094534,0.2125,1.0,0.8842117,-2.1422324,0.121490516
6320.0,315,3160.0,0.22053927,0.111083195,0.2625,0.95,0.8842375,-2.6831489,0.12148422
6340.0,316,3170.0,0.22052045,0.111052044,0.1875,0.95,0.8842564,-2.4040937,0.12144851
6360.0,317,3180.0,0.22050436,0.111041985,0.3375,0.975,0.8842363,-2.5406318,0.12145107
6380.0,318,3190.0,0.22048573,0.11100584,0.1875,0.975,0.8842621,-1.7642285,0.12140697
6400.0,319,3200.0,0.22047164,0.11099432,0.26249999999999996,0.95,0.8842698,-2.3088732,0.121399544
6420.0,320,3210.0,0.22046405,0.110971145,0.3125,0.95,0.8842792,-2.504742,0.12135709
6440.0,321,3220.0,0.2204541,0.11098628,0.1875,0.975,0.8843183,-2.2695673,0.121339254
6460.0,322,3230.0,0.2204547,0.11095905,0.2375,0.975,0.8843275,-1.7411016,0.121321045
6480.0,323,3240.0,0.22045219,0.11095557,0.2375,0.975,0.88434744,-2.4249759,0.12129215
6500.0,324,3250.0,0.22044939,0.11092805,0.3,0.975,0.8843906,-2.4312449,0.12128458
6520.0,325,3260.0,0.22044119,0.11094649,0.175,1.0,0.88441473,-3.5372348,0.121306024
6540.0,326,3270.0,0.22041708,0.11090642,0.2375,1.0,0.88443357,-1.7120148,0.12126257
6560.0,327,3280.0,0.22039595,0.11085859,0.23750000000000002,0.925,0.8844488,-2.8463671,0.12121743
6580.0,328,3290.0,0.22038856,0.11080768,0.30000000000000004,0.925,0.88444966,-1.8429129,0.121193506
6600.0,329,3300.0,0.22036605,0.11081376,0.22499999999999998,0.95,0.88444686,-1.8750594,0.12123057
6620.0,330,3310.0,0.2203218,0.11082972,0.25,1.0,0.8844497,-1.5497689,0.121213086
6640.0,331,3320.0,0.22031708,0.110819556,0.2625,0.975,0.8844858,-2.9858928,0.121171765
6660.0,332,3330.0,0.22030924,0.11076338,0.21250000000000002,0.975,0.88449335,-2.4606283,0.121116914
6680.0,333,3340.0,0.22029896,0.11072148,0.25,0.975,0.8845083,-3.1134024,0.121097475
6700.0,334,3350.0,0.2202827,0.11069859,0.225,0.95,0.8845277,-2.3849652,0.12107987
6720.0,335,3360.0,0.22027098,0.11066298,0.25,0.8,0.8845734,-3.2282188,0.121049486
6740.0,336,3370.0,0.22024643,0.11066697,0.2,0.95,0.8845913,-1.7668097,0.12106767
6760.0,337,3380.0,0.22023079,0.11067496,0.21250000000000002,1.0,0.88459873,-1.6650168,0.12107702
6780.0,338,3390.0,0.22022122,0.110690214,0.3125,0.95,0.884608,-2.2380445,0.12107433
6800.0,339,3400.0,0.22021288,0.110657044,0.25,0.95,0.8846266,-1.8314583,0.12104261
6820.0,340,3410.0,0.2202023,0.110642135,0.26249999999999996,0.8500000000000001,0.8846407,-2.4757864,0.12101346
6840.0,341,3420.0,0.22020188,0.11063539,0.16249999999999998,0.925,0.88467723,-2.1494617,0.12100863
6860.0,342,3430.0,0.2201731,0.11060625,0.2625,0.95,0.8846855,-2.2063088,0.12097343
6880.0,343,3440.0,0.22016375,0.11058532,0.22499999999999998,0.9,0.8847274,-3.3142767,0.12094513
6900.0,344,3450.0,0.22016,0.11057674,0.2,0.95,0.8847385,-2.3510914,0.1209349
6920.0,345,3460.0,0.22014749,0.11053648,0.1875,0.925,0.8847697,-2.4329462,0.120900474
6940.0,346,3470.0,0.22011137,0.110498875,0.2625,0.975,0.88478345,-2.6132736,0.120863415
6960.0,347,3480.0,0.22009277,0.11049013,0.2125,0.975,0.8847906,-2.4130347,0.12083235
6980.0,348,3490.0,0.22007363,0.1104872,0.275,1.0,0.8847863,-1.8014358,0.12083211
7000.0,349,3500.0,0.22004864,0.11045898,0.2375,0.95,0.8847973,-2.3348167,0.12080338
7020.0,350,3510.0,0.22003418,0.110490456,0.15,0.95,0.88478655,-3.1125507,0.12082105
7040.0,351,3520.0,0.22002184,0.11046641,0.1375,1.0,0.88480276,-1.8743978,0.12080441
7060.0,352,3530.0,0.22001894,0.110436894,0.15,0.975,0.8848319,-2.0816848,0.12078049
7080.0,353,3540.0,0.21999763,0.110421255,0.2375,0.975,0.88483423,-1.7903711,0.120782256
7100.0,354,3550.0,0.2199885,0.11042114,0.2125,1.0,0.88485044,-1.9018527,0.12076088
7120.0,355,3560.0,0.21996152,0.11040911,0.21250000000000002,1.0,0.88483876,-2.00345,0.12076328
7140.0,356,3570.0,0.21995217,0.11038247,0.17500000000000002,1.0,0.88484716,-1.707169,0.12073689
7160.0,357,3580.0,0.21994318,0.11035902,0.2875,0.975,0.8848688,-2.5046837,0.12070935
7180.0,358,3590.0,0.21992254,0.11030868,0.2,0.95,0.88487524,-2.0901468,0.12068219
7200.0,359,3600.0,0.2199062,0.11029374,0.21250000000000002,0.975,0.88489085,-1.5002954,0.120660216
7220.0,360,3610.0,0.21989109,0.110272,0.2,0.925,0.88492495,-1.9505514,0.120646656
7240.0,361,3620.0,0.21988058,0.11028562,0.275,0.925,0.88495666,-2.4683168,0.12062616
7260.0,362,3630.0,0.2198695,0.1102899,0.3125,0.975,0.8849592,-1.9518402,0.12058985
7280.0,363,3640.0,0.2198609,0.11029432,0.225,1.0,0.88497895,-2.324173,0.12055833
7300.0,364,3650.0,0.21983117,0.11026127,0.2375,1.0,0.88497895,-2.2901025,0.12053833
7320.0,365,3660.0,0.21980695,0.11023996,0.225,1.0,0.88495755,-1.7487394,0.120530315
7340.0,366,3670.0,0.2198041,0.110217005,0.225,1.0,0.88495654,-1.7162519,0.120518304
7360.0,367,3680.0,0.21978955,0.11020136,0.1625,0.925,0.8849625,-2.938019,0.12051628
7380.0,368,3690.0,0.2197826,0.11017286,0.3125,0.975,0.8849685,-1.7220502,0.12050605
7400.0,369,3700.0,0.21975614,0.11014217,0.225,1.0,0.88496375,-2.1165957,0.12049943
7420.0,370,3710.0,0.21975006,0.11017878,0.225,0.975,0.8849575,-2.1730342,0.120506346
7440.0,371,3720.0,0.21972315,0.11018214,0.1625,0.95,0.8849738,-2.5271263,0.12051001
7460.0,372,3730.0,0.21970913,0.11018266,0.27499999999999997,1.0,0.8849935,-1.7083317,0.12052205
7480.0,373,3740.0,0.21969987,0.11016826,0.2625,0.975,0.8849886,-2.443447,0.120509
7500.0,374,3750.0,0.219684,0.11015622,0.25,1.0,0.88500327,-1.7615471,0.12049806
7520.0,375,3760.0,0.21967275,0.11013831,0.21250000000000002,0.95,0.88501567,-2.3208385,0.12049211
7540.0,376,3770.0,0.21965751,0.110096656,0.35,1.0,0.8850105,-2.078768,0.12048998
7560.0,377,3780.0,0.2196478,0.11007771,0.2375,1.0,0.8850271,-2.412376,0.12045809
7580.0,378,3790.0,0.21963206,0.110058025,0.27499999999999997,0.975,0.8850255,-2.5448399,0.120447695
7600.0,379,3800.0,0.21962248,0.11001283,0.35000000000000003,1.0,0.8850407,-2.094976,0.12042546
7620.0,380,3810.0,0.21961783,0.110015325,0.16249999999999998,1.0,0.8850952,-1.9509614,0.12042555
7640.0,381,3820.0,0.21959773,0.10997697,0.2875,0.9,0.88511324,-1.7061856,0.120384134
7660.0,382,3830.0,0.2196025,0.10997694,0.1625,0.95,0.88514215,-1.8364869,0.1203627
7680.0,383,3840.0,0.21960239,0.10998068,0.25,1.0,0.8851471,-1.7671106,0.12039232
7700.0,384,3850.0,0.21960518,0.10998474,0.17500000000000002,0.975,0.88516337,-1.9472415,0.12040857
7720.0,385,3860.0,0.21959071,0.10997986,0.1125,0.975,0.88517004,-2.3041577,0.120400585
7740.0,386,3870.0,0.21957348,0.109931014,0.16249999999999998,0.975,0.88519484,-3.0592885,0.12036348
7760.0,387,3880.0,0.21956342,0.10991519,0.2875,1.0,0.88519126,-2.2996452,0.120362915
7780.0,388,3890.0,0.21954443,0.10988195,0.2375,0.925,0.8851719,-1.8647413,0.120341696
7800.0,389,3900.0,0.21953359,0.10988412,0.19999999999999998,0.875,0.8851812,-2.8773828,0.12034061
7820.0,390,3910.0,0.21951573,0.10988468,0.21250000000000002,0.975,0.88518566,-2.4313524,0.12032697
7840.0,391,3920.0,0.21950924,0.10984312,0.125,1.0,0.8851824,-1.7254713,0.120299816
7860.0,392,3930.0,0.21950397,0.10981428,0.275,1.0,0.8851916,-1.8949213,0.1202659
7880.0,393,3940.0,0.21948543,0.109795675,0.275,0.975,0.8851881,-2.0261035,0.12024798
7900.0,394,3950.0,0.21947804,0.1097849,0.3,0.95,0.88518804,-2.115263,0.120217346
7920.0,395,3960.0,0.21947548,0.10977479,0.25,0.975,0.88520193,-1.877555,0.120215215
7940.0,396,3970.0,0.21945348,0.109737836,0.22499999999999998,0.975,0.8852038,-1.9055415,0.12017253
7960.0,397,3980.0,0.21944773,0.10972972,0.21250000000000002,0.975,0.88520604,-1.8842485,0.120152675
7980.0,398,3990.0,0.21943533,0.10971038,0.16249999999999998,1.0,0.88518995,-1.8775243,0.120146096
8000.0,399,4000.0,0.21943462,0.1096938,0.26249999999999996,0.975,0.88521695,-1.6101675,0.12013614
8020.0,400,4010.0,0.21943472,0.10971189,0.30000000000000004,0.875,0.88520765,-2.3069882,0.12014288
8040.0,401,4020.0,0.21941978,0.10974416,0.26249999999999996,0.925,0.8852144,-1.846677,0.12014941
8060.0,402,4030.0,0.21942611,0.10975644,0.225,0.975,0.885221,-2.65596,0.12012664
8080.0,403,4040.0,0.21941574,0.10977803,0.26249999999999996,0.925,0.88521266,-2.2460947,0.12012748
8100.0,404,4050.0,0.21941939,0.10974624,0.2125,0.95,0.88523483,-2.69521,0.12011832
8120.0,405,4060.0,0.2194214,0.109709226,0.1875,0.8500000000000001,0.8852659,-3.3357925,0.12010727
8140.0,406,4070.0,0.21941133,0.109690525,0.1875,1.0,0.88526505,-1.8491414,0.12009838
8160.0,407,4080.0,0.21941587,0.10968475,0.21250000000000002,0.975,0.88528067,-1.8836378,0.12010945
8180.0,408,4090.0,0.21941009,0.109692916,0.24999999999999997,0.975,0.8852957,-1.7906979,0.12013248
8200.0,409,4100.0,0.21939297,0.109692186,0.25,0.975,0.8853176,-2.1533754,0.120124936
8220.0,410,4110.0,0.21939708,0.10966116,0.2875,1.0,0.8853269,-2.465667,0.120105885
8240.0,411,4120.0,0.21938828,0.109631754,0.1875,0.975,0.885324,-2.5212808,0.12007896
8260.0,412,4130.0,0.21938397,0.10962779,0.2375,1.0,0.885303,-2.087832,0.12007413
8280.0,413,4140.0,0.21937808,0.10963403,0.21250000000000002,0.975,0.8853092,-2.0187018,0.12007186
8300.0,414,4150.0,0.21936834,0.1096147,0.225,0.975,0.88531476,-1.981337,0.12006402
8320.0,415,4160.0,0.21935779,0.10960327,0.3,0.925,0.8853176,-3.6667666,0.120061904
8340.0,416,4170.0,0.2193541,0.109585,0.2,0.975,0.8853421,-2.5148485,0.12002901
8360.0,417,4180.0,0.21934797,0.109568484,0.2375,0.95,0.88535184,-1.8635104,0.120025575
8380.0,418,4190.0,0.21935032,0.10957265,0.25,0.95,0.8853505,-2.5758996,0.120002605
8400.0,419,4200.0,0.2193334,0.10956857,0.1875,1.0,0.88534135,-2.1537144,0.11998535
8420.0,420,4210.0,0.21932419,0.10955128,0.2,1.0,0.88533854,-2.161306,0.1199942
8440.0,421,4220.0,0.21932505,0.109545,0.1875,1.0,0.8853454,-2.3413706,0.12000171
8460.0,422,4230.0,0.2193244,0.109537676,0.26249999999999996,1.0,0.8853615,-1.9440281,0.119986296
8480.0,423,4240.0,0.21932091,0.10953256,0.1375,0.95,0.88535357,-2.1792915,0.11996427
8500.0,424,4250.0,0.21930772,0.10954056,0.1875,1.0,0.8853686,-2.1134143,0.119976245
8520.0,425,4260.0,0.21930775,0.10953836,0.2625,1.0,0.8853779,-2.2052782,0.11997685
8540.0,426,4270.0,0.21930967,0.10952586,0.1875,0.975,0.8853836,-2.6958885,0.11995175
8560.0,427,4280.0,0.2192943,0.109502696,0.2375,1.0,0.8853887,-2.2362442,0.11993295
8580.0,428,4290.0,0.21928509,0.10951532,0.25,1.0,0.88540906,-1.578976,0.11992458
8600.0,429,4300.0,0.21927327,0.10951126,0.175,0.975,0.88540936,-1.9281716,0.11992124
8620.0,430,4310.0,0.21927539,0.10949571,0.26249999999999996,1.0,0.88543105,-2.396085,0.1199257
8640.0,431,4320.0,0.2192741,0.10949406,0.1875,0.975,0.88544387,-2.275938,0.119924046
8660.0,432,4330.0,0.21926388,0.10948733,0.25,1.0,0.8854415,-1.8779376,0.1199134
8680.0,433,4340.0,0.2192677,0.10949435,0.275,1.0,0.8854406,-2.3913665,0.119920634
8700.0,434,4350.0,0.21926008,0.109503806,0.2125,1.0,0.8854479,-2.1235552,0.119926214
8720.0,435,4360.0,0.21925168,0.10950704,0.22499999999999998,1.0,0.88544816,-1.7869761,0.11992514
8740.0,436,4370.0,0.21924825,0.10948349,0.22499999999999998,1.0,0.8854576,-1.8197179,0.11992597
8760.0,437,4380.0,0.21924232,0.10948011,0.26249999999999996,0.975,0.8854669,-1.7353003,0.119941436
8780.0,438,4390.0,0.21924168,0.10948378,0.2375,1.0,0.88548905,-1.7484932,0.11996072
8800.0,439,4400.0,0.21923915,0.10948301,0.175,0.95,0.88548726,-3.1265643,0.11999371
8820.0,440,4410.0,0.21921569,0.10947987,0.2625,0.975,0.8854527,-2.00962,0.12002135
8840.0,441,4420.0,0.2192113,0.109481834,0.25,0.975,0.88543606,-1.8341643,0.12001596
8860.0,442,4430.0,0.21920393,0.10946812,0.275,0.975,0.8854559,-2.1811838,0.119995914
8880.0,443,4440.0,0.2192002,0.10943751,0.2125,0.975,0.8854823,-1.9198041,0.11999971
8900.0,444,4450.0,0.21919537,0.10941339,0.2,1.0,0.8854758,-1.7471482,0.12000811
8920.0,445,4460.0,0.21920457,0.10940253,0.2625,0.975,0.8854938,-2.1173651,0.12000384
8940.0,446,4470.0,0.21918719,0.10937752,0.1875,0.95,0.8854976,-2.1167645,0.11998245
8960.0,447,4480.0,0.21918738,0.10937968,0.3125,1.0,0.8855168,-2.5454879,0.11996629
8980.0,448,4490.0,0.2191724,0.109341316,0.25,0.975,0.88550705,-1.6451733,0.11994479
9000.0,449,4500.0,0.21916933,0.10933491,0.2,1.0,0.8854928,-1.7530392,0.119928665
9020.0,450,4510.0,0.2191636,0.109352544,0.175,0.95,0.8854907,-2.0215433,0.119931124
9040.0,451,4520.0,0.21914971,0.109331004,0.2875,0.95,0.8855002,-2.6509485,0.11990184
9060.0,452,4530.0,0.21914607,0.109342344,0.2125,0.975,0.8854974,-2.5739331,0.11990831
9080.0,453,4540.0,0.21914242,0.109351195,0.225,1.0,0.88550633,-2.0756009,0.11992148
9100.0,454,4550.0,0.21913426,0.1093825,0.1875,0.95,0.8855126,-1.8968927,0.11994883
9120.0,455,4560.0,0.2191211,0.109381266,0.2,0.925,0.88552743,-2.7034554,0.11995087
9140.0,456,4570.0,0.21910965,0.10936453,0.275,1.0,0.8855374,-1.7504089,0.11995316
9160.0,457,4580.0,0.21910788,0.109377585,0.175,0.975,0.885536,-2.0149608,0.11995876
9180.0,458,4590.0,0.21909845,0.10938399,0.17500000000000002,1.0,0.885544,-1.9924271,0.11994829
9200.0,459,4600.0,0.21909209,0.109379865,0.2,0.95,0.8855552,-2.4717574,0.119933166
9220.0,460,4610.0,0.2190811,0.10937159,0.2375,0.975,0.8855679,-1.6593951,0.11990303
9240.0,461,4620.0,0.21907684,0.109385245,0.1375,1.0,0.8855701,-1.7602139,0.11993394
9260.0,462,4630.0,0.21906671,0.10935984,0.225,0.975,0.8855713,-2.0191908,0.11989856
9280.0,463,4640.0,0.21905816,0.10934812,0.23750000000000002,0.975,0.885567,-2.0434566,0.119892895
9300.0,464,4650.0,0.21904582,0.10932436,0.2875,0.975,0.8855664,-1.9969412,0.11989883
9320.0,465,4660.0,0.21904714,0.109314926,0.1375,0.975,0.88554674,-1.8914101,0.1198907
9340.0,466,4670.0,0.21904618,0.10929949,0.2625,1.0,0.88556004,-1.9663041,0.11990231
9360.0,467,4680.0,0.21904115,0.109284714,0.2,1.0,0.8855894,-2.2073975,0.11990267
9380.0,468,4690.0,0.21904297,0.109271966,0.225,0.975,0.8856058,-1.8863522,0.11989031
9400.0,469,4700.0,0.21903932,0.10923226,0.225,0.975,0.8856087,-1.7536352,0.11987362
9420.0,470,4710.0,0.21902628,0.10918332,0.2875,0.95,0.885619,-1.6987885,0.11984197
9440.0,471,4720.0,0.21902022,0.109150164,0.3375,0.975,0.88563424,-2.005116,0.119834185
9460.0,472,4730.0,0.21901333,0.10913,0.25,1.0,0.88564444,-1.9095366,0.11983571
9480.0,473,4740.0,0.21899618,0.10912654,0.25,0.975,0.88564414,-1.6736841,0.11983623
9500.0,474,4750.0,0.21899167,0.10909819,0.2875,1.0,0.8856513,-2.0507617,0.11982032
9520.0,475,4760.0,0.21898589,0.10908803,0.21250000000000002,0.975,0.8856446,-1.9460186,0.11979067
9540.0,476,4770.0,0.21897583,0.1090937,0.275,0.8500000000000001,0.8856463,-3.1317186,0.11980166
9560.0,477,4780.0,0.21896692,0.10908625,0.225,0.8500000000000001,0.8856452,-2.0143209,0.119785845
9580.0,478,4790.0,0.21895641,0.109063104,0.15,0.975,0.8856473,-2.142089,0.119767815
9600.0,479,4800.0,0.21895166,0.10905096,0.21249999999999997,0.95,0.8856725,-1.9065547,0.11976061
9620.0,480,4810.0,0.21894163,0.109070875,0.1875,0.975,0.88566417,-2.1940346,0.119773746
9640.0,481,4820.0,0.21894276,0.10909336,0.1125,0.975,0.885667,-1.7604103,0.11980543
9660.0,482,4830.0,0.21891609,0.109091155,0.2375,0.975,0.8856561,-1.8731859,0.11980685
9680.0,483,4840.0,0.2189067,0.10907343,0.2375,0.975,0.8856495,-1.8610733,0.11979138
9700.0,484,4850.0,0.21889769,0.10905342,0.175,1.0,0.8856535,-1.6681075,0.11977136
9720.0,485,4860.0,0.2188979,0.10902223,0.2375,0.975,0.8856518,-2.1227949,0.11974996
9740.0,486,4870.0,0.21889596,0.10901362,0.17500000000000002,0.95,0.8856595,-1.7117872,0.11974692
9760.0,487,4880.0,0.2188869,0.109006226,0.225,0.975,0.8856743,-1.9563698,0.11973981
9780.0,488,4890.0,0.21888773,0.108991794,0.175,0.975,0.88567257,-2.2238817,0.119731806
9800.0,489,4900.0,0.21887845,0.10899867,0.22499999999999998,0.95,0.8856966,-1.9593288,0.11973897
9820.0,490,4910.0,0.21887428,0.10896421,0.275,0.875,0.8857023,-3.1219954,0.11971281
