train/episode,epoch,test/episode,stats_o/mean,stats_o/std,train/success_rate,test/success_rate,stats_g/mean,test/mean_Q,stats_g/std
1980.0,98,990.0,0.22721295,0.11757019,0.11249999999999999,1.0,0.87697667,-2.2677813,0.12732176
2000.0,99,1000.0,0.22719432,0.11755806,0.3125,1.0,0.87714106,-1.763454,0.12735288
2020.0,100,1010.0,0.22713812,0.1174627,0.2,0.975,0.8772366,-2.2435746,0.12725033
2040.0,101,1020.0,0.22706367,0.11736829,0.225,0.75,0.87733775,-5.0790524,0.12715077
2060.0,102,1030.0,0.22697939,0.11735974,0.2125,0.9,0.8773919,-2.5685248,0.1271532
2080.0,103,1040.0,0.22696967,0.117507026,0.1625,0.975,0.8774697,-2.0695093,0.12733012
2100.0,104,1050.0,0.22690243,0.117501676,0.2375,0.9,0.87742287,-4.4972057,0.12733962
2120.0,105,1060.0,0.22686133,0.1175471,0.26249999999999996,0.925,0.8774808,-2.05622,0.12736452
2140.0,106,1070.0,0.22682755,0.117469445,0.25,0.875,0.87760705,-2.581442,0.12729388
2160.0,107,1080.0,0.22678384,0.1174277,0.2875,1.0,0.8776452,-2.505,0.12729262
2180.0,108,1090.0,0.22673613,0.1174037,0.25,0.975,0.87779754,-2.2028542,0.12731212
2200.0,109,1100.0,0.2267071,0.117417395,0.35,0.8500000000000001,0.8779265,-2.6249425,0.1273049
2220.0,110,1110.0,0.22670193,0.117382556,0.1875,0.95,0.87797785,-2.5198684,0.12724687
2240.0,111,1120.0,0.22662659,0.11740255,0.23750000000000002,0.875,0.8779357,-2.712304,0.12721859
2260.0,112,1130.0,0.22656508,0.11730331,0.25,0.975,0.8780405,-1.8449368,0.1271674
2280.0,113,1140.0,0.22646938,0.11720592,0.35,0.975,0.8781664,-1.9694991,0.12707691
2300.0,114,1150.0,0.22643442,0.11719749,0.25,0.925,0.87820816,-2.512539,0.1270145
2320.0,115,1160.0,0.22636421,0.117160454,0.2625,0.9,0.8782452,-3.1914759,0.12692674
2340.0,116,1170.0,0.22628498,0.11713648,0.23750000000000002,0.975,0.8783627,-2.4561467,0.12685816
2360.0,117,1180.0,0.22625178,0.11707285,0.2,0.975,0.87852573,-2.2608023,0.12680323
2380.0,118,1190.0,0.22617063,0.11704036,0.16249999999999998,0.925,0.8785606,-1.8316493,0.12674163
2400.0,119,1200.0,0.22609219,0.11703877,0.2625,0.975,0.87859064,-2.3297672,0.12675981
2420.0,120,1210.0,0.22606425,0.11705086,0.2625,1.0,0.8786309,-1.8221284,0.12676902
2440.0,121,1220.0,0.2260213,0.116995566,0.2875,0.975,0.87868756,-2.1149168,0.12673576
2460.0,122,1230.0,0.22599317,0.11697167,0.2875,0.95,0.8786907,-2.2305186,0.12670852
2480.0,123,1240.0,0.22595751,0.117027625,0.175,0.8500000000000001,0.8787382,-2.8538651,0.12672271
2500.0,124,1250.0,0.22589068,0.11700449,0.225,0.9,0.8787815,-3.2750316,0.12673213
2520.0,125,1260.0,0.22581194,0.11694649,0.2875,0.975,0.87879485,-2.2231593,0.12664925
2540.0,126,1270.0,0.22574304,0.11689066,0.2625,0.925,0.8788693,-2.481955,0.1265608
2560.0,127,1280.0,0.22573717,0.11681804,0.1625,0.9,0.8789355,-2.5077126,0.1265689
2580.0,128,1290.0,0.2256937,0.11673873,0.23750000000000002,0.9,0.87897664,-2.0842645,0.12646273
2600.0,129,1300.0,0.22556487,0.116795085,0.1875,0.95,0.8790547,-2.0517492,0.12646078
2620.0,130,1310.0,0.22554608,0.11668298,0.26249999999999996,1.0,0.8790906,-2.0537415,0.12627824
2640.0,131,1320.0,0.22550254,0.116653875,0.2,0.975,0.87915224,-2.98904,0.12628506
2660.0,132,1330.0,0.22540969,0.11663529,0.25,0.975,0.87918216,-2.0873528,0.12615159
2680.0,133,1340.0,0.22534534,0.11677304,0.25,0.95,0.87921065,-2.6589897,0.12625729
2700.0,134,1350.0,0.22529334,0.1167347,0.1875,0.875,0.87927294,-3.2959373,0.12621379
2720.0,135,1360.0,0.22526102,0.116766065,0.275,0.925,0.879342,-2.912569,0.12615192
2740.0,136,1370.0,0.2251994,0.116697036,0.325,0.975,0.8793419,-1.7791435,0.12608309
2760.0,137,1380.0,0.2251577,0.11658807,0.2375,0.975,0.87946635,-2.3229403,0.12603855
2780.0,138,1390.0,0.22508848,0.11652011,0.25,0.975,0.87951213,-1.9610825,0.1259805
2800.0,139,1400.0,0.22503006,0.116489686,0.2625,0.975,0.87953454,-2.3307114,0.12595975
2820.0,140,1410.0,0.22498493,0.116402,0.225,0.975,0.8796275,-3.3624706,0.12590814
2840.0,141,1420.0,0.22491091,0.11634159,0.16249999999999998,0.925,0.87965876,-2.013259,0.12588294
2860.0,142,1430.0,0.22487217,0.116240695,0.35,0.95,0.8797601,-1.8658189,0.12580736
2880.0,143,1440.0,0.22481285,0.116205595,0.3125,0.975,0.87976193,-2.8777847,0.12574135
2900.0,144,1450.0,0.22471471,0.116123915,0.21250000000000002,1.0,0.8797516,-2.2296195,0.12565784
2920.0,145,1460.0,0.22465326,0.11603464,0.25,0.9,0.87981516,-2.4964473,0.12558298
2940.0,146,1470.0,0.22462948,0.116035976,0.23750000000000002,0.95,0.87986344,-2.203566,0.1256267
2960.0,147,1480.0,0.22461188,0.115964815,0.2875,0.925,0.8799328,-2.6629896,0.12563448
2980.0,148,1490.0,0.22456953,0.11584133,0.15000000000000002,0.925,0.8799763,-2.4420252,0.12562259
3000.0,149,1500.0,0.22450846,0.11575725,0.1875,0.95,0.88005096,-2.2703779,0.12552874
3020.0,150,1510.0,0.22447911,0.115647525,0.225,0.975,0.8800912,-2.4628024,0.12541859
3040.0,151,1520.0,0.2244563,0.115601346,0.325,0.975,0.88019305,-2.2031507,0.12535278
3060.0,152,1530.0,0.22439982,0.11556904,0.175,0.95,0.88026476,-2.908074,0.12532945
3080.0,153,1540.0,0.22435732,0.11551462,0.175,1.0,0.8803242,-1.7618076,0.12525235
3100.0,154,1550.0,0.22433624,0.11547132,0.30000000000000004,0.95,0.88032645,-2.7196536,0.1251916
3120.0,155,1560.0,0.22432885,0.11544611,0.23750000000000002,0.95,0.88034695,-2.8550544,0.12514766
3140.0,156,1570.0,0.22428276,0.115403995,0.17500000000000002,0.975,0.8803733,-2.8298683,0.12508793
3160.0,157,1580.0,0.22427349,0.115334705,0.2,0.9,0.88042164,-3.814858,0.12505025
3180.0,158,1590.0,0.2242288,0.11522132,0.22499999999999998,0.975,0.88047284,-2.1327274,0.12500155
3200.0,159,1600.0,0.22416659,0.11514937,0.2625,0.925,0.8804936,-2.3723023,0.1249336
3220.0,160,1610.0,0.22416535,0.11509823,0.175,1.0,0.8805476,-1.8540282,0.12486124
3240.0,161,1620.0,0.22412813,0.11504981,0.2,0.975,0.88055867,-2.4509978,0.12486424
3260.0,162,1630.0,0.22409984,0.115019776,0.125,0.925,0.88062733,-2.4779696,0.124826156
3280.0,163,1640.0,0.22405644,0.1148999,0.3,1.0,0.8806538,-2.3947482,0.12473094
3300.0,164,1650.0,0.22403914,0.11486305,0.21250000000000002,0.975,0.8806749,-2.214075,0.12463689
3320.0,165,1660.0,0.2239849,0.11494616,0.25,0.9,0.88073874,-2.1276822,0.124607824
3340.0,166,1670.0,0.22399074,0.11490046,0.2,0.975,0.88080806,-1.8729862,0.12455476
3360.0,167,1680.0,0.22398219,0.114854805,0.21250000000000002,1.0,0.8808737,-1.9656246,0.12449334
3380.0,168,1690.0,0.22397989,0.11477251,0.275,0.95,0.8808796,-2.1856747,0.12438134
3400.0,169,1700.0,0.22390014,0.11472555,0.2375,0.95,0.88094264,-2.3755646,0.12439442
3420.0,170,1710.0,0.22385024,0.1147162,0.2375,0.8500000000000001,0.8809411,-3.389119,0.124398135
3440.0,171,1720.0,0.22381237,0.11468377,0.2,0.975,0.8809815,-2.160071,0.12437274
3460.0,172,1730.0,0.22379485,0.11463652,0.25,0.975,0.88104945,-2.2366273,0.12431514
3480.0,173,1740.0,0.22381182,0.11461748,0.15000000000000002,0.925,0.8810935,-2.709497,0.12432772
3500.0,174,1750.0,0.22377664,0.114603974,0.1375,1.0,0.88112473,-2.490334,0.124285616
3520.0,175,1760.0,0.223719,0.11456278,0.3,1.0,0.8811612,-2.6287377,0.124254525
3540.0,176,1770.0,0.22369413,0.114471376,0.225,1.0,0.8811887,-1.9127156,0.12417555
3560.0,177,1780.0,0.2236751,0.114483014,0.2375,0.925,0.8812082,-3.6118824,0.124142766
3580.0,178,1790.0,0.22363754,0.11445275,0.26249999999999996,0.95,0.8812488,-3.1690767,0.12411947
3600.0,179,1800.0,0.22361624,0.11438775,0.2,0.975,0.88124007,-2.335906,0.1240763
3620.0,180,1810.0,0.22358595,0.11431875,0.2375,0.975,0.8812816,-2.1398954,0.124002874
3640.0,181,1820.0,0.22357239,0.11430366,0.2,0.925,0.88130933,-4.7923875,0.123999335
3660.0,182,1830.0,0.22358744,0.11425022,0.175,0.975,0.8813873,-2.9924808,0.12391853
3680.0,183,1840.0,0.22356161,0.11417918,0.36250000000000004,0.95,0.88140917,-2.3607526,0.12385107
3700.0,184,1850.0,0.22352839,0.11413584,0.2875,0.975,0.8814773,-2.733131,0.123776056
3720.0,185,1860.0,0.22353417,0.114160225,0.19999999999999998,0.975,0.8815082,-2.2898226,0.123755
3740.0,186,1870.0,0.22352128,0.11413968,0.225,0.975,0.881582,-2.6672544,0.123696804
3760.0,187,1880.0,0.22347505,0.114189856,0.225,0.925,0.881567,-2.9678755,0.12370361
3780.0,188,1890.0,0.22342275,0.11418476,0.2375,0.9,0.88152385,-5.60124,0.1237214
3800.0,189,1900.0,0.22337055,0.114145696,0.1875,0.9,0.8815801,-2.8154278,0.1236786
3820.0,190,1910.0,0.22334987,0.11405968,0.3125,0.9,0.88163906,-2.4511166,0.12365812
3840.0,191,1920.0,0.22334746,0.11403853,0.275,0.975,0.8816977,-2.5148172,0.12358892
3860.0,192,1930.0,0.22331686,0.11395761,0.2375,1.0,0.88174075,-2.563229,0.1235721
3880.0,193,1940.0,0.22328597,0.11384849,0.2625,0.975,0.88181835,-2.3161726,0.12351655
3900.0,194,1950.0,0.22325447,0.11386431,0.1375,0.975,0.8818589,-2.075934,0.12356686
3920.0,195,1960.0,0.22321463,0.11378301,0.19999999999999998,0.95,0.8818558,-1.9221177,0.12351427
3940.0,196,1970.0,0.22316885,0.113724515,0.2875,0.975,0.88184947,-2.3045526,0.12344823
3960.0,197,1980.0,0.22315463,0.113700554,0.2625,0.875,0.88190097,-3.2091646,0.123455964
3980.0,198,1990.0,0.22309677,0.113654,0.21250000000000002,0.925,0.88188785,-2.1980383,0.123505436
4000.0,199,2000.0,0.22304039,0.11366573,0.2625,0.95,0.88190746,-2.286951,0.12349123
4020.0,200,2010.0,0.22301455,0.11365523,0.225,0.975,0.88196945,-2.3923235,0.1234202
4040.0,201,2020.0,0.2229831,0.11363413,0.22499999999999998,0.925,0.88194084,-2.8400574,0.123416275
4060.0,202,2030.0,0.22296005,0.11358204,0.32499999999999996,1.0,0.88199085,-1.9832275,0.123409726
4080.0,203,2040.0,0.22290592,0.113551185,0.2,1.0,0.8820018,-1.8516854,0.12334392
4100.0,204,2050.0,0.22287068,0.11350104,0.2125,0.975,0.8820681,-2.1012712,0.12331667
4120.0,205,2060.0,0.22286369,0.11353615,0.125,1.0,0.8820252,-2.1047845,0.123334
4140.0,206,2070.0,0.22283733,0.11349282,0.2625,0.95,0.8820576,-2.2653127,0.12329277
4160.0,207,2080.0,0.22280334,0.11351018,0.22499999999999998,0.925,0.88209295,-2.6718965,0.12335092
4180.0,208,2090.0,0.22278962,0.11344265,0.2125,0.8500000000000001,0.8821275,-2.0432615,0.12333473
4200.0,209,2100.0,0.22275563,0.11347542,0.2375,0.9,0.88216656,-2.5467877,0.123344295
4220.0,210,2110.0,0.22275122,0.113429554,0.21249999999999997,0.975,0.8822234,-2.4028513,0.12330594
4240.0,211,2120.0,0.2227145,0.11340901,0.1875,0.975,0.8822629,-2.405427,0.1232859
4260.0,212,2130.0,0.22267008,0.113418266,0.2625,0.95,0.8822503,-2.0859165,0.12325668
4280.0,213,2140.0,0.22266036,0.11344286,0.1625,1.0,0.88226604,-2.0516253,0.12323842
4300.0,214,2150.0,0.22262114,0.11343939,0.15000000000000002,1.0,0.88220716,-2.1726983,0.12322575
4320.0,215,2160.0,0.22257505,0.11343848,0.2,0.975,0.88223296,-1.6306651,0.12324295
4340.0,216,2170.0,0.22254792,0.1134086,0.1875,0.925,0.88227993,-4.184838,0.123239815
4360.0,217,2180.0,0.22250733,0.11338023,0.23750000000000002,0.975,0.88227934,-2.2496457,0.12320328
4380.0,218,2190.0,0.22246005,0.11338088,0.22499999999999998,0.9,0.8822791,-1.9659857,0.123188496
4400.0,219,2200.0,0.22245961,0.11333173,0.2,0.95,0.8823281,-1.9341938,0.123131625
4420.0,220,2210.0,0.22241817,0.11326447,0.16249999999999998,0.925,0.8823121,-2.306847,0.12309607
4440.0,221,2220.0,0.22238685,0.11325283,0.27499999999999997,1.0,0.88231164,-1.8912989,0.1230673
4460.0,222,2230.0,0.22235078,0.11320152,0.2125,0.95,0.88231915,-2.0793324,0.123033136
4480.0,223,2240.0,0.22232705,0.11317731,0.30000000000000004,0.95,0.8823228,-2.7801976,0.12300271
4500.0,224,2250.0,0.22230081,0.113161914,0.2375,0.95,0.8823398,-2.7582467,0.12298223
4520.0,225,2260.0,0.22224794,0.11318758,0.225,0.975,0.8823409,-2.8853483,0.12299969
4540.0,226,2270.0,0.22221045,0.11314311,0.3,1.0,0.8823654,-1.8045667,0.12295479
4560.0,227,2280.0,0.22218266,0.11309693,0.25,1.0,0.8823889,-1.712498,0.12291441
4580.0,228,2290.0,0.22215238,0.11307658,0.225,0.9,0.8824091,-2.6820123,0.12289158
4600.0,229,2300.0,0.22214949,0.11301176,0.25,0.925,0.88244945,-3.4165182,0.1228402
4620.0,230,2310.0,0.22211812,0.1129897,0.2375,0.975,0.88247377,-1.8057368,0.12282371
4640.0,231,2320.0,0.22208877,0.11298711,0.1625,0.975,0.8825538,-2.549203,0.12286019
4660.0,232,2330.0,0.22205122,0.11295815,0.22499999999999998,0.975,0.8825939,-2.3008533,0.12284738
4680.0,233,2340.0,0.22203833,0.11291328,0.175,0.775,0.8826475,-1.9145627,0.12282609
4700.0,234,2350.0,0.22200918,0.112844296,0.2125,0.975,0.88265187,-2.3476663,0.12275382
4720.0,235,2360.0,0.22197804,0.11286358,0.36250000000000004,1.0,0.88268065,-2.3285427,0.122770585
4740.0,236,2370.0,0.22195904,0.112815924,0.2125,1.0,0.8827196,-1.9336998,0.12270501
4760.0,237,2380.0,0.2219308,0.1127792,0.2125,1.0,0.8827481,-1.824369,0.12266336
4780.0,238,2390.0,0.22191097,0.112792194,0.22499999999999998,0.8500000000000001,0.88275385,-3.9524972,0.1226868
4800.0,239,2400.0,0.22188501,0.11276531,0.16249999999999998,0.925,0.88277626,-2.3252995,0.12265775
4820.0,240,2410.0,0.22187506,0.11276743,0.175,1.0,0.88276505,-2.4484017,0.12267468
4840.0,241,2420.0,0.22187111,0.112702884,0.225,0.975,0.8828041,-2.5204659,0.12262714
4860.0,242,2430.0,0.22184429,0.11269223,0.325,0.975,0.8828401,-2.3035474,0.122671455
4880.0,243,2440.0,0.22180828,0.11265791,0.35,0.975,0.8828961,-2.3191135,0.12266717
4900.0,244,2450.0,0.22178328,0.1125845,0.25,1.0,0.88293093,-1.681571,0.1225926
4920.0,245,2460.0,0.22174974,0.112560436,0.19999999999999998,0.975,0.88294584,-1.8656099,0.12257741
4940.0,246,2470.0,0.22173971,0.112489626,0.25,1.0,0.8829902,-2.1031032,0.122507446
4960.0,247,2480.0,0.22170843,0.11248276,0.27499999999999997,1.0,0.88297987,-2.0216093,0.12247744
4980.0,248,2490.0,0.22169663,0.11245697,0.225,0.975,0.88303155,-2.807339,0.12250153
5000.0,249,2500.0,0.22166401,0.11239458,0.2,1.0,0.8830538,-1.9509846,0.122455776
5020.0,250,2510.0,0.22165045,0.11236429,0.19999999999999998,0.975,0.8830854,-1.8756019,0.12243543
5040.0,251,2520.0,0.22163406,0.112337954,0.3375,1.0,0.88309985,-1.5059054,0.12243561
5060.0,252,2530.0,0.22162566,0.112356834,0.2875,1.0,0.8831561,-1.8298934,0.12243286
5080.0,253,2540.0,0.2215987,0.112342976,0.2125,0.875,0.8831811,-2.791738,0.12239275
5100.0,254,2550.0,0.22157331,0.11231259,0.19999999999999998,0.95,0.88319224,-2.667027,0.122371376
5120.0,255,2560.0,0.22153768,0.112295,0.2375,1.0,0.8832135,-2.9132323,0.122350655
5140.0,256,2570.0,0.22149853,0.112283476,0.27499999999999997,1.0,0.883198,-2.2368011,0.12233851
5160.0,257,2580.0,0.2214798,0.1122376,0.1625,1.0,0.8831961,-1.7508838,0.12233112
5180.0,258,2590.0,0.22145294,0.11220411,0.26249999999999996,1.0,0.8831969,-2.6626441,0.12234008
5200.0,259,2600.0,0.22142436,0.11215864,0.125,0.9,0.88320524,-2.2321146,0.12230641
5220.0,260,2610.0,0.22141574,0.11211634,0.1375,0.975,0.8832202,-1.4550513,0.1222738
5240.0,261,2620.0,0.22138968,0.11207308,0.2625,0.95,0.8832893,-1.7772467,0.12222602
5260.0,262,2630.0,0.22136761,0.11203306,0.15000000000000002,0.975,0.88334864,-2.546821,0.1221846
5280.0,263,2640.0,0.22134176,0.11201063,0.2125,0.8999999999999999,0.88337874,-3.0280113,0.122214116
5300.0,264,2650.0,0.22132444,0.111987874,0.1875,0.975,0.88338345,-1.6800957,0.122153975
5320.0,265,2660.0,0.22128764,0.11196022,0.1375,0.975,0.88339233,-2.8887863,0.12213012
5340.0,266,2670.0,0.22127989,0.111887366,0.2625,0.975,0.88338137,-3.5150118,0.12208408
