stats_g/mean,stats_o/std,epoch,stats_o/mean,stats_g/std,test/episode,train/episode,test/mean_Q,test/success_rate,train/success_rate
0.8557119,0.077218436,280,0.20413636,0.11600033,2810.0,5620.0,-46.393806,0.0,0.0
0.8556614,0.07717459,281,0.20413814,0.11597135,2820.0,5640.0,-43.478294,0.0,0.0
0.85568315,0.07709375,282,0.2041447,0.11592913,2830.0,5660.0,-44.53912,0.0,0.0
0.85569006,0.077025205,283,0.20414372,0.11591655,2840.0,5680.0,-43.37323,0.0,0.0
0.85568255,0.076959774,284,0.20414343,0.11588671,2850.0,5700.0,-44.89904,0.0,0.0
0.8557568,0.07692253,285,0.2041472,0.11588172,2860.0,5720.0,-45.212593,0.0,0.0
0.855705,0.076862596,286,0.20412949,0.115849525,2870.0,5740.0,-44.861576,0.0,0.0
0.8557091,0.076786995,287,0.20413247,0.11581248,2880.0,5760.0,-45.54129,0.0,0.0
0.8557089,0.076709844,288,0.20412928,0.11578664,2890.0,5780.0,-46.303764,0.0,0.0
0.85568553,0.07662358,289,0.20411943,0.11574922,2900.0,5800.0,-46.407845,0.0,0.0
0.8556816,0.07660783,290,0.20409286,0.115719296,2910.0,5820.0,-46.075825,0.0,0.0
0.85572386,0.076524764,291,0.20410055,0.115699194,2920.0,5840.0,-44.613934,0.0,0.0
0.8557124,0.0764787,292,0.20409945,0.115657486,2930.0,5860.0,-47.691456,0.0,0.0
0.8557376,0.07640858,293,0.20411234,0.11561205,2940.0,5880.0,-47.69471,0.0,0.0
0.8556726,0.07635879,294,0.20408222,0.11562403,2950.0,5900.0,-44.210117,0.0,0.0
0.85564464,0.07629494,295,0.20408343,0.11557722,2960.0,5920.0,-45.740864,0.0,0.0
0.85564923,0.07621642,296,0.20408131,0.115527175,2970.0,5940.0,-45.318924,0.0,0.0
0.85560054,0.07614596,297,0.20406702,0.11549055,2980.0,5960.0,-46.69621,0.0,0.0
0.8555982,0.076149896,298,0.20406117,0.11547992,2990.0,5980.0,-48.149883,0.0,0.0
0.85558486,0.07613266,299,0.20406511,0.1154395,3000.0,6000.0,-47.93988,0.0,0.0
0.8555348,0.076134756,300,0.20405701,0.11554536,3010.0,6020.0,-43.487797,0.0,0.0
0.8555107,0.07610507,301,0.20406158,0.11553943,3020.0,6040.0,-47.46524,0.0,0.0
0.8555209,0.07603062,302,0.20406038,0.11551547,3030.0,6060.0,-46.994728,0.0,0.0
0.8554713,0.07596678,303,0.20404613,0.115494095,3040.0,6080.0,-47.968086,0.0,0.0
0.85547453,0.07588782,304,0.2040388,0.11547551,3050.0,6100.0,-45.370186,0.0,0.0
0.8555029,0.07580996,305,0.20404382,0.115456305,3060.0,6120.0,-47.250694,0.0,0.0
0.85546964,0.07584693,306,0.20402461,0.11544827,3070.0,6140.0,-43.76018,0.0,0.0
0.8554159,0.075772785,307,0.20401053,0.11539885,3080.0,6160.0,-46.572884,0.0,0.0
0.85542256,0.075735696,308,0.20399415,0.115386926,3090.0,6180.0,-47.886055,0.0,0.0
0.85543114,0.07566786,309,0.20399044,0.11535331,3100.0,6200.0,-46.955364,0.0,0.0
0.8554949,0.07563168,310,0.20400968,0.11533427,3110.0,6220.0,-45.311165,0.0,0.0
0.8555358,0.075596325,311,0.20400982,0.11530298,3120.0,6240.0,-47.182808,0.0,0.0
0.85555285,0.07553171,312,0.20401105,0.11527821,3130.0,6260.0,-46.546753,0.0,0.0
0.855591,0.075454734,313,0.2040196,0.1152401,3140.0,6280.0,-45.596016,0.0,0.0
0.85561436,0.07538744,314,0.20402527,0.11521041,3150.0,6300.0,-48.15448,0.0,0.0
0.85561776,0.075333335,315,0.2040329,0.11521262,3160.0,6320.0,-48.31297,0.0,0.0
0.855598,0.07529226,316,0.20402218,0.11518606,3170.0,6340.0,-47.26958,0.0,0.0
0.85557264,0.07536656,317,0.20400706,0.11515302,3180.0,6360.0,-46.637806,0.0,0.0
0.8556061,0.075365685,318,0.20400831,0.11510849,3190.0,6380.0,-45.875565,0.0,0.0
0.8555846,0.07533996,319,0.2039884,0.11508527,3200.0,6400.0,-47.822598,0.0,0.0
0.8555973,0.075352065,320,0.20398356,0.1150761,3210.0,6420.0,-48.067924,0.0,0.0
0.85557956,0.07528805,321,0.20397693,0.11504652,3220.0,6440.0,-48.168755,0.0,0.0
0.8556165,0.07521376,322,0.20398441,0.11502848,3230.0,6460.0,-44.44153,0.0,0.0
0.855583,0.075147636,323,0.20397061,0.11500392,3240.0,6480.0,-46.707745,0.0,0.0
0.85561794,0.07509102,324,0.2039742,0.11499313,3250.0,6500.0,-46.398018,0.0,0.0
0.85557884,0.07502791,325,0.20395479,0.11498622,3260.0,6520.0,-43.350227,0.0,0.0
0.8556011,0.074993104,326,0.20395994,0.11501926,3270.0,6540.0,-46.38748,0.0,0.0
0.85555744,0.07493477,327,0.20394543,0.114984475,3280.0,6560.0,-40.916317,0.0,0.0
0.85557026,0.0748753,328,0.20395546,0.11495855,3290.0,6580.0,-46.83822,0.0,0.0
0.85557514,0.07480977,329,0.20395727,0.11494851,3300.0,6600.0,-47.80249,0.0,0.0
0.8556075,0.074743316,330,0.20396596,0.11491849,3310.0,6620.0,-43.449493,0.0,0.0
0.8556061,0.07472546,331,0.20396316,0.11489117,3320.0,6640.0,-45.11082,0.0,0.0
0.85558987,0.07465746,332,0.20395815,0.11484945,3330.0,6660.0,-45.199898,0.0,0.0
0.8555977,0.07460021,333,0.2039523,0.11482179,3340.0,6680.0,-45.24712,0.0,0.0
0.8555844,0.07458463,334,0.20395161,0.11480767,3350.0,6700.0,-48.777798,0.0,0.0
0.8555594,0.074547276,335,0.20393673,0.11476753,3360.0,6720.0,-48.675488,0.0,0.0
0.85556245,0.07447658,336,0.20393233,0.11474925,3370.0,6740.0,-47.693325,0.0,0.0
0.8555784,0.07441435,337,0.20393524,0.11472201,3380.0,6760.0,-46.696667,0.0,0.0
0.8555908,0.074517235,338,0.20396902,0.114723004,3390.0,6780.0,-43.505604,0.0,0.0
0.8555808,0.07452833,339,0.20395808,0.11470125,3400.0,6800.0,-41.94315,0.0,0.0
0.8555955,0.07457627,340,0.20398183,0.11469106,3410.0,6820.0,-39.66622,0.0,0.0
0.85564375,0.074638516,341,0.20399344,0.11469233,3420.0,6840.0,-39.510395,0.0,0.0
0.85561126,0.0747039,342,0.20396383,0.114668526,3430.0,6860.0,-34.622124,0.0,0.0
0.8555735,0.0747092,343,0.20396835,0.114674754,3440.0,6880.0,-44.566998,0.0,0.0
0.85559964,0.07468627,344,0.2039774,0.11464164,3450.0,6900.0,-38.97801,0.0,0.0
0.8556683,0.07463822,345,0.20399445,0.1146357,3460.0,6920.0,-38.18688,0.0,0.0
0.85565037,0.07458433,346,0.2039944,0.11460251,3470.0,6940.0,-37.54073,0.0,0.0
0.85560995,0.0745434,347,0.20398588,0.11456597,3480.0,6960.0,-41.432655,0.0,0.0
0.85556597,0.07459222,348,0.20397234,0.11454586,3490.0,6980.0,-38.980247,0.0,0.0
0.8556079,0.07453417,349,0.20398507,0.114526324,3500.0,7000.0,-42.662865,0.0,0.0
0.8556765,0.07448465,350,0.2040072,0.11450344,3510.0,7020.0,-38.947403,0.0,0.0
0.85568666,0.074429266,351,0.20400481,0.11449418,3520.0,7040.0,-37.81726,0.0,0.0
0.85569,0.074378744,352,0.20400518,0.114468984,3530.0,7060.0,-43.87901,0.0,0.0
0.8557243,0.07432797,353,0.2040164,0.11442432,3540.0,7080.0,-42.18322,0.0,0.0
0.8557708,0.074278764,354,0.20402645,0.114397354,3550.0,7100.0,-41.743214,0.0,0.0
0.8557396,0.074230306,355,0.20402059,0.11435658,3560.0,7120.0,-45.298378,0.0,0.0
0.8557505,0.07417748,356,0.2040239,0.11433468,3570.0,7140.0,-39.033466,0.0,0.0
0.8557702,0.07413158,357,0.20402971,0.11431321,3580.0,7160.0,-40.163364,0.0,0.0
0.85574704,0.07408783,358,0.20402256,0.11428424,3590.0,7180.0,-41.263,0.0,0.0
0.85576576,0.07402584,359,0.20402831,0.11426163,3600.0,7200.0,-41.43681,0.0,0.0
0.8557432,0.07396808,360,0.20402212,0.11424027,3610.0,7220.0,-42.402534,0.0,0.0
0.85575294,0.07397292,361,0.20402671,0.11424106,3620.0,7240.0,-42.808823,0.0,0.0
0.85575676,0.07390738,362,0.2040265,0.11420867,3630.0,7260.0,-45.192024,0.0,0.0
0.8557282,0.07385376,363,0.20401928,0.11418889,3640.0,7280.0,-42.77767,0.0,0.0
0.85571104,0.07380001,364,0.20401259,0.11419281,3650.0,7300.0,-38.724133,0.0,0.0
0.8557153,0.073790066,365,0.2040165,0.11421937,3660.0,7320.0,-44.323875,0.0,0.0
0.8556762,0.07377648,366,0.20400178,0.11420586,3670.0,7340.0,-43.70673,0.0,0.0
0.8556743,0.073776394,367,0.20400208,0.11420572,3680.0,7360.0,-45.914436,0.0,0.0
0.8556321,0.07371988,368,0.20399229,0.11417236,3690.0,7380.0,-42.073647,0.0,0.0
0.85562724,0.073692776,369,0.20398131,0.114253424,3700.0,7400.0,-45.157635,0.0,0.0
0.8556001,0.07364858,370,0.20397548,0.11423159,3710.0,7420.0,-43.80019,0.0,0.0
0.85557246,0.073598035,371,0.20396465,0.11421526,3720.0,7440.0,-41.04081,0.0,0.0
0.855604,0.07354104,372,0.20397052,0.114201225,3730.0,7460.0,-44.081776,0.0,0.0
0.8556091,0.07347534,373,0.20397267,0.11415812,3740.0,7480.0,-47.97862,0.0,0.0
0.85559773,0.07343804,374,0.20397392,0.114156954,3750.0,7500.0,-46.203938,0.0,0.0
0.8555393,0.07340445,375,0.20395483,0.11411955,3760.0,7520.0,-42.384987,0.0,0.0
0.8555098,0.073345035,376,0.20394534,0.11410942,3770.0,7540.0,-40.19767,0.0,0.0
0.85548496,0.07331015,377,0.20393482,0.11408988,3780.0,7560.0,-43.432117,0.0,0.0
0.8555336,0.07326761,378,0.20394409,0.11407057,3790.0,7580.0,-48.065052,0.0,0.0
0.8555734,0.07323067,379,0.2039495,0.11406684,3800.0,7600.0,-45.037544,0.0,0.0
0.85558486,0.07317894,380,0.20394957,0.11404223,3810.0,7620.0,-47.99105,0.0,0.0
0.8555403,0.07313145,381,0.20393892,0.114014946,3820.0,7640.0,-37.081387,0.0,0.0
0.8555475,0.073075645,382,0.20394064,0.11399299,3830.0,7660.0,-44.990818,0.0,0.0
0.8555141,0.073045924,383,0.20392913,0.11396444,3840.0,7680.0,-48.263348,0.0,0.0
0.8554868,0.07302342,384,0.20392296,0.113942,3850.0,7700.0,-43.17615,0.0,0.0
0.8554912,0.07298992,385,0.20392267,0.11391809,3860.0,7720.0,-45.893085,0.0,0.0
0.8554713,0.072959274,386,0.20391396,0.11391335,3870.0,7740.0,-44.115547,0.0,0.0
0.8554601,0.07290253,387,0.20391178,0.11388055,3880.0,7760.0,-44.151005,0.0,0.0
0.8554451,0.07285066,388,0.20391148,0.113860406,3890.0,7780.0,-38.232704,0.0,0.0
0.85545707,0.07279418,389,0.20391616,0.11383417,3900.0,7800.0,-44.094013,0.0,0.0
0.85543424,0.07273866,390,0.20391062,0.113823086,3910.0,7820.0,-45.34098,0.0,0.0
0.8554377,0.07267968,391,0.20391344,0.11378813,3920.0,7840.0,-38.678417,0.0,0.0
0.8553689,0.072679356,392,0.2038843,0.11384332,3930.0,7860.0,-47.138103,0.0,0.0
0.85534745,0.07261867,393,0.20387377,0.11383041,3940.0,7880.0,-45.567646,0.0,0.0
0.85539657,0.072567016,394,0.20388483,0.11382347,3950.0,7900.0,-40.087517,0.0,0.0
0.85542583,0.072510146,395,0.20389245,0.113806225,3960.0,7920.0,-46.57429,0.0,0.0
0.85543776,0.07249523,396,0.20388626,0.113793135,3970.0,7940.0,-45.05855,0.0,0.0
0.85545826,0.07245989,397,0.20388639,0.11377984,3980.0,7960.0,-46.187958,0.0,0.0
0.8554589,0.07241596,398,0.2038856,0.113755226,3990.0,7980.0,-45.976074,0.0,0.0
0.8554569,0.07237349,399,0.20388404,0.11375926,4000.0,8000.0,-46.425922,0.0,0.0
0.85547155,0.072383635,400,0.20388496,0.11379676,4010.0,8020.0,-43.700706,0.0,0.0
0.8554666,0.07233118,401,0.20388424,0.11376967,4020.0,8040.0,-40.689346,0.0,0.0
0.8554368,0.0723632,402,0.20387478,0.11384509,4030.0,8060.0,-45.457245,0.0,0.0
0.85545325,0.072312415,403,0.20387957,0.11383466,4040.0,8080.0,-46.224915,0.0,0.0
0.85545605,0.0722726,404,0.20387998,0.113820724,4050.0,8100.0,-46.097515,0.0,0.0
0.85548025,0.07222889,405,0.20388114,0.113835014,4060.0,8120.0,-47.123085,0.0,0.0
0.8554868,0.07223799,406,0.20388946,0.11380654,4070.0,8140.0,-44.72935,0.0,0.0
0.8554437,0.07220707,407,0.20387416,0.11378989,4080.0,8160.0,-41.675735,0.0,0.0
0.8554592,0.07217527,408,0.20387246,0.1137917,4090.0,8180.0,-44.422188,0.0,0.0
0.85545903,0.0721598,409,0.20387718,0.11378028,4100.0,8200.0,-40.9152,0.0,0.0
0.8554239,0.072155006,410,0.20387022,0.113864996,4110.0,8220.0,-43.51778,0.0,0.0
0.85539883,0.07220361,411,0.2038639,0.11386204,4120.0,8240.0,-41.757057,0.0,0.0
0.855414,0.072182335,412,0.20386955,0.11383238,4130.0,8260.0,-42.337864,0.0,0.0
0.8554387,0.07214797,413,0.2038747,0.11380003,4140.0,8280.0,-42.50946,0.0,0.0
0.8554833,0.07209759,414,0.2038849,0.11379165,4150.0,8300.0,-41.66873,0.0,0.0
0.85547304,0.072049625,415,0.20388162,0.11377291,4160.0,8320.0,-46.895973,0.0,0.0
0.8554391,0.07201729,416,0.20387869,0.11377952,4170.0,8340.0,-42.09019,0.0,0.0
0.8554389,0.0719743,417,0.20387733,0.113773756,4180.0,8360.0,-45.24403,0.0,0.0
0.8554518,0.07198503,418,0.20387384,0.1138567,4190.0,8380.0,-43.196144,0.0,0.0
0.8554762,0.07193868,419,0.20387875,0.11383287,4200.0,8400.0,-44.75408,0.0,0.0
0.85545474,0.071899526,420,0.20387715,0.113848455,4210.0,8420.0,-48.235546,0.0,0.0
0.85546786,0.07185143,421,0.20388131,0.11382858,4220.0,8440.0,-47.739388,0.0,0.0
0.85544366,0.07190464,422,0.20387338,0.11380007,4230.0,8460.0,-41.78769,0.0,0.0
0.8554581,0.07188386,423,0.203876,0.11379117,4240.0,8480.0,-45.424507,0.0,0.0
0.85545033,0.071901485,424,0.20386885,0.11376304,4250.0,8500.0,-42.27409,0.0,0.0
0.8554663,0.07191123,425,0.20387645,0.11375489,4260.0,8520.0,-37.39232,0.0,0.0
0.8554688,0.07193471,426,0.20388168,0.11374027,4270.0,8540.0,-39.70909,0.0,0.0
0.8554213,0.07197228,427,0.20387451,0.113764465,4280.0,8560.0,-43.50101,0.0,0.0
0.85542554,0.07201276,428,0.20387444,0.113741815,4290.0,8580.0,-41.96361,0.0,0.0
0.855406,0.07198706,429,0.20386885,0.11372367,4300.0,8600.0,-35.979546,0.0,0.0
0.85539645,0.07194379,430,0.20386955,0.113700785,4310.0,8620.0,-39.532368,0.0,0.0
0.8553763,0.071907684,431,0.20386483,0.11368153,4320.0,8640.0,-44.29731,0.0,0.0
0.85535264,0.07186787,432,0.20385954,0.113651454,4330.0,8660.0,-45.140385,0.0,0.0
0.85536575,0.07190724,433,0.20386486,0.113669716,4340.0,8680.0,-43.483326,0.0,0.0
0.85537463,0.07186909,434,0.20386255,0.113678455,4350.0,8700.0,-42.624733,0.0,0.0
0.8553493,0.07190628,435,0.20386057,0.11368298,4360.0,8720.0,-43.732018,0.0,0.0
0.8553645,0.07193313,436,0.20387079,0.113693796,4370.0,8740.0,-44.58302,0.0,0.0
0.85536045,0.07188927,437,0.20387083,0.11368966,4380.0,8760.0,-45.420803,0.0,0.0
0.8553707,0.07184991,438,0.20387164,0.113677025,4390.0,8780.0,-44.135685,0.0,0.0
0.8553891,0.07181522,439,0.20387185,0.11367562,4400.0,8800.0,-45.028706,0.0,0.0
0.8554082,0.07177119,440,0.20388064,0.11366367,4410.0,8820.0,-45.229103,0.0,0.0
0.85541266,0.07173205,441,0.2038775,0.11363903,4420.0,8840.0,-43.899483,0.0,0.0
0.8553939,0.07168459,442,0.20386928,0.11362815,4430.0,8860.0,-45.39354,0.0,0.0
0.85541207,0.071640365,443,0.20386644,0.113624595,4440.0,8880.0,-43.40238,0.0,0.0
0.85542625,0.07159841,444,0.2038669,0.113610916,4450.0,8900.0,-40.123253,0.0,0.0
0.8554327,0.07156467,445,0.2038617,0.113595344,4460.0,8920.0,-46.496613,0.0,0.0
0.8554302,0.071564525,446,0.2038667,0.11360314,4470.0,8940.0,-46.47114,0.0,0.0
0.8554371,0.07156184,447,0.20385525,0.11359086,4480.0,8960.0,-42.90068,0.0,0.0
0.85544187,0.071544304,448,0.20386377,0.11357173,4490.0,8980.0,-47.18952,0.0,0.0
0.8554468,0.07151797,449,0.20386213,0.11356038,4500.0,9000.0,-43.302296,0.0,0.0
0.8554358,0.07147738,450,0.2038583,0.113545,4510.0,9020.0,-46.47907,0.0,0.0
0.8554366,0.07148157,451,0.20386116,0.113546126,4520.0,9040.0,-47.42857,0.0,0.0
0.85543865,0.071567394,452,0.20386249,0.11360773,4530.0,9060.0,-44.693428,0.0,0.0
0.85539746,0.071596414,453,0.20385826,0.11372176,4540.0,9080.0,-39.68752,0.0,0.0
0.85542727,0.07155222,454,0.20386629,0.11370948,4550.0,9100.0,-41.97447,0.0,0.0
0.8554599,0.07152275,455,0.2038746,0.113709725,4560.0,9120.0,-40.91986,0.0,0.0
0.8554805,0.0714866,456,0.20388126,0.11368666,4570.0,9140.0,-43.8768,0.0,0.0
0.8554979,0.07144581,457,0.2038812,0.1136744,4580.0,9160.0,-40.819653,0.0,0.0
0.8555054,0.07141601,458,0.20388284,0.113652445,4590.0,9180.0,-34.1083,0.0,0.0
0.8555195,0.071381375,459,0.2038882,0.11362078,4600.0,9200.0,-41.858036,0.0,0.0
0.8555128,0.07136038,460,0.20389047,0.113604106,4610.0,9220.0,-44.10222,0.0,0.0
0.8555014,0.071313664,461,0.20388472,0.11359138,4620.0,9240.0,-39.16674,0.0,0.0
0.8554966,0.07132536,462,0.20387888,0.11357528,4630.0,9260.0,-40.00924,0.0,0.0
0.8555133,0.07128468,463,0.20388432,0.11354619,4640.0,9280.0,-41.16858,0.0,0.0
0.85552526,0.071235865,464,0.20388426,0.11353129,4650.0,9300.0,-41.33745,0.0,0.0
0.85551053,0.07124718,465,0.20387098,0.113504015,4660.0,9320.0,-42.622375,0.0,0.0
0.8555166,0.07120341,466,0.20387235,0.11349883,4670.0,9340.0,-43.950085,0.0,0.0
0.85551524,0.07119101,467,0.20387216,0.11349517,4680.0,9360.0,-43.75625,0.0,0.0
0.8554943,0.071207374,468,0.20384774,0.11348075,4690.0,9380.0,-44.389843,0.0,0.0
0.85550195,0.071165025,469,0.20384964,0.11346687,4700.0,9400.0,-44.378227,0.0,0.0
0.85549563,0.07112518,470,0.20384708,0.11345184,4710.0,9420.0,-44.089725,0.0,0.0
0.8555317,0.07109047,471,0.20385155,0.11344751,4720.0,9440.0,-47.418633,0.0,0.0
0.8555204,0.071068674,472,0.20384754,0.113446675,4730.0,9460.0,-46.59139,0.0,0.0
0.85548973,0.07105408,473,0.2038417,0.1134816,4740.0,9480.0,-45.17357,0.0,0.0
0.8554707,0.07108343,474,0.20384334,0.113466404,4750.0,9500.0,-47.061142,0.0,0.0
0.85548705,0.0710745,475,0.20384912,0.11348951,4760.0,9520.0,-46.10951,0.0,0.0
0.85550314,0.07107175,476,0.20385279,0.11351764,4770.0,9540.0,-44.516594,0.0,0.0
0.8555076,0.07105233,477,0.20385724,0.11349687,4780.0,9560.0,-46.33919,0.0,0.0
0.85550267,0.07100568,478,0.20385586,0.11346632,4790.0,9580.0,-46.999325,0.0,0.0
0.8554881,0.07096286,479,0.20384891,0.11346567,4800.0,9600.0,-47.932747,0.0,0.0
0.85550314,0.070919454,480,0.20385511,0.11345405,4810.0,9620.0,-46.613583,0.0,0.0
0.855511,0.0708757,481,0.20385668,0.1134472,4820.0,9640.0,-43.990334,0.0,0.0
0.85549927,0.07082984,482,0.20385137,0.11342833,4830.0,9660.0,-47.70876,0.0,0.0
0.85549086,0.07087038,483,0.20383826,0.113446295,4840.0,9680.0,-46.939293,0.0,0.0
0.85547715,0.07087111,484,0.203843,0.113431156,4850.0,9700.0,-46.463844,0.0,0.0
0.8554895,0.0708636,485,0.20384693,0.113466464,4860.0,9720.0,-46.8746,0.0,0.0
0.8554782,0.07082648,486,0.20383976,0.11345372,4870.0,9740.0,-44.24294,0.0,0.0
0.8554778,0.07080739,487,0.20383944,0.11344552,4880.0,9760.0,-46.21049,0.0,0.0
0.8554843,0.07076644,488,0.20384143,0.11343515,4890.0,9780.0,-47.36227,0.0,0.0
0.8555096,0.0707209,489,0.20384702,0.11341679,4900.0,9800.0,-47.854267,0.0,0.0
0.8555159,0.07069311,490,0.20385481,0.11340577,4910.0,9820.0,-43.91498,0.0,0.0
0.8555191,0.07065965,491,0.20385942,0.11338437,4920.0,9840.0,-47.590057,0.0,0.0
0.8554649,0.070652544,492,0.20383942,0.11348859,4930.0,9860.0,-48.26388,0.0,0.0
0.8554581,0.07061783,493,0.20384182,0.113476545,4940.0,9880.0,-46.622005,0.0,0.0
0.8554533,0.070579536,494,0.20384027,0.1134511,4950.0,9900.0,-45.71795,0.0,0.0
0.8554249,0.07054326,495,0.20382798,0.113471605,4960.0,9920.0,-44.62835,0.0,0.0
0.8554058,0.07050262,496,0.20382641,0.11345222,4970.0,9940.0,-47.164238,0.0,0.0
0.855422,0.07046151,497,0.2038303,0.11343762,4980.0,9960.0,-46.574337,0.0,0.0
0.85545516,0.070437424,498,0.20383568,0.11343136,4990.0,9980.0,-46.966354,0.0,0.0
0.8554422,0.07046925,499,0.20381103,0.113477975,5000.0,10000.0,-46.77622,0.0,0.0
0.855437,0.07045209,500,0.20381403,0.11347556,5010.0,10020.0,-46.68669,0.0,0.0
0.85546803,0.070463896,501,0.20381598,0.11347866,5020.0,10040.0,-44.88576,0.0,0.0
0.8554612,0.070498355,502,0.20380858,0.113542,5030.0,10060.0,-47.13011,0.0,0.0
0.85543966,0.070527524,503,0.2038022,0.11357192,5040.0,10080.0,-44.365726,0.0,0.0
0.8554227,0.07050505,504,0.20379972,0.1135694,5050.0,10100.0,-49.03247,0.0,0.0
0.8554203,0.07046403,505,0.20379838,0.113553606,5060.0,10120.0,-48.07128,0.0,0.0
0.8554363,0.0704833,506,0.20379871,0.113545,5070.0,10140.0,-46.815815,0.0,0.0
0.855428,0.070449665,507,0.20379406,0.113536,5080.0,10160.0,-48.54442,0.0,0.0
0.85542125,0.070416994,508,0.20378977,0.11353404,5090.0,10180.0,-48.491447,0.0,0.0
0.8553824,0.07048044,509,0.20376655,0.113521494,5100.0,10200.0,-40.763844,0.0,0.0
0.85537297,0.07049698,510,0.20377171,0.11357254,5110.0,10220.0,-48.475014,0.0,0.0
0.85539675,0.070476696,511,0.2037782,0.1135545,5120.0,10240.0,-44.363678,0.0,0.0
0.8554034,0.07061621,512,0.20379609,0.11360293,5130.0,10260.0,-39.28983,0.0,0.0
0.8554022,0.070679456,513,0.20380163,0.11362047,5140.0,10280.0,-36.33306,0.0,0.0
0.8553624,0.07069534,514,0.20379508,0.11360812,5150.0,10300.0,-39.18677,0.0,0.0
0.8553664,0.07069302,515,0.20379452,0.11359713,5160.0,10320.0,-37.59939,0.0,0.0
0.8553745,0.070661165,516,0.20379592,0.1135951,5170.0,10340.0,-39.112095,0.0,0.0
0.8553893,0.07070358,517,0.20380007,0.11359318,5180.0,10360.0,-36.006783,0.0,0.0
0.8553873,0.07068969,518,0.20379701,0.113576494,5190.0,10380.0,-42.95379,0.0,0.0
0.8554093,0.070673965,519,0.20380001,0.113568544,5200.0,10400.0,-39.654663,0.0,0.0
0.8554685,0.070663124,520,0.20381704,0.113554984,5210.0,10420.0,-36.66456,0.0,0.0
0.85545284,0.07065885,521,0.20380844,0.11354524,5220.0,10440.0,-41.747047,0.0,0.0
0.8554673,0.07063915,522,0.20381312,0.113536894,5230.0,10460.0,-41.116665,0.0,0.0
0.855453,0.07061988,523,0.20380743,0.113523245,5240.0,10480.0,-41.714794,0.0,0.0
0.85543555,0.07059675,524,0.2038043,0.11350113,5250.0,10500.0,-44.522285,0.0,0.0
0.8554267,0.07057199,525,0.20380206,0.11348637,5260.0,10520.0,-42.93067,0.0,0.0
0.85543555,0.070544556,526,0.20380366,0.113476954,5270.0,10540.0,-44.470154,0.0,0.0
0.8554158,0.07053281,527,0.2038021,0.1134691,5280.0,10560.0,-45.154816,0.0,0.0
0.85540336,0.07050911,528,0.20380089,0.11346581,5290.0,10580.0,-44.99525,0.0,0.0
0.85542506,0.07048418,529,0.20380579,0.11347399,5300.0,10600.0,-43.016376,0.0,0.0
0.8554134,0.070461094,530,0.20380294,0.11347109,5310.0,10620.0,-42.053265,0.0,0.0
0.8554295,0.07045719,531,0.20379592,0.11346865,5320.0,10640.0,-43.868553,0.0,0.0
0.8554247,0.0704181,532,0.20379375,0.11344567,5330.0,10660.0,-42.11793,0.0,0.0
0.8554056,0.0704277,533,0.2037842,0.113496535,5340.0,10680.0,-45.53558,0.0,0.0
0.85539675,0.07040566,534,0.20378523,0.11347524,5350.0,10700.0,-43.674274,0.0,0.0
0.85536623,0.07039166,535,0.20377465,0.11349422,5360.0,10720.0,-42.568764,0.0,0.0
0.85538954,0.070363924,536,0.20377804,0.1134791,5370.0,10740.0,-41.40623,0.0,0.0
0.8554027,0.070364945,537,0.20377786,0.11350405,5380.0,10760.0,-40.048836,0.0,0.0
0.85541016,0.070340216,538,0.2037777,0.11348593,5390.0,10780.0,-44.13414,0.0,0.0
0.85542995,0.070309065,539,0.20378107,0.11347858,5400.0,10800.0,-43.368263,0.0,0.0
0.8554458,0.070303604,540,0.20378529,0.11346523,5410.0,10820.0,-43.51785,0.0,0.0
0.85547346,0.0703167,541,0.20379825,0.11345929,5420.0,10840.0,-40.44532,0.0,0.0
0.8554661,0.07033081,542,0.20378624,0.11348075,5430.0,10860.0,-40.79467,0.0,0.0
0.85547143,0.070345595,543,0.20378834,0.11346775,5440.0,10880.0,-40.046654,0.0,0.0
0.85549885,0.07034653,544,0.20379518,0.11345779,5450.0,10900.0,-39.58804,0.0,0.0
0.85550135,0.07037325,545,0.20379694,0.11344481,5460.0,10920.0,-39.728107,0.0,0.0
0.85551596,0.07035941,546,0.203801,0.11344117,5470.0,10940.0,-43.98945,0.0,0.0
0.855506,0.07033905,547,0.20379809,0.11343357,5480.0,10960.0,-39.72069,0.0,0.0
0.85553765,0.070308425,548,0.20380566,0.11341784,5490.0,10980.0,-43.2064,0.0,0.0
0.85555035,0.07028501,549,0.20381097,0.11341324,5500.0,11000.0,-42.713654,0.0,0.0
0.855555,0.070257835,550,0.20381173,0.11340606,5510.0,11020.0,-41.869946,0.0,0.0
0.8555692,0.07021789,551,0.20381396,0.11338613,5520.0,11040.0,-40.124657,0.0,0.0
0.85558844,0.07018861,552,0.2038196,0.11337376,5530.0,11060.0,-43.53234,0.0,0.0
0.8555655,0.07016915,553,0.20381398,0.11336398,5540.0,11080.0,-43.91259,0.0,0.0
0.8555431,0.07015669,554,0.20380495,0.11334697,5550.0,11100.0,-42.072445,0.0,0.0
0.8555686,0.07013267,555,0.20381132,0.11333102,5560.0,11120.0,-43.597595,0.0,0.0
0.8555527,0.070159584,556,0.2038009,0.113324486,5570.0,11140.0,-40.62464,0.0,0.0
0.8555432,0.07016306,557,0.2038034,0.11332507,5580.0,11160.0,-44.44178,0.0,0.0
0.8555422,0.07014687,558,0.20380493,0.113315195,5590.0,11180.0,-43.500446,0.0,0.0
