stats_g/mean,stats_o/std,epoch,stats_o/mean,stats_g/std,test/episode,train/episode,test/mean_Q,test/success_rate,train/success_rate
0.85330707,0.09795767,69,0.20483916,0.12603025,700.0,1400.0,-33.80885,0.0,0.0
0.8534964,0.09818385,70,0.2045371,0.12582903,710.0,1420.0,-32.911327,0.0,0.0
0.85343665,0.09856851,71,0.20445322,0.12644981,720.0,1440.0,-31.71931,0.0,0.0
0.8531294,0.09880312,72,0.2042135,0.12695889,730.0,1460.0,-34.462944,0.0,0.0
0.852931,0.098856755,73,0.2041974,0.12677784,740.0,1480.0,-37.61577,0.0,0.0
0.8528027,0.09913094,74,0.20419878,0.12671916,750.0,1500.0,-36.409794,0.0,0.0
0.85258865,0.099036604,75,0.20412913,0.12667908,760.0,1520.0,-33.565567,0.0,0.0
0.85258466,0.09914446,76,0.2041101,0.12689127,770.0,1540.0,-36.910072,0.0,0.0
0.85255027,0.099101916,77,0.20418179,0.12698369,780.0,1560.0,-31.608072,0.0,0.0
0.85263044,0.09910503,78,0.20415777,0.12701009,790.0,1580.0,-34.47999,0.0,0.0
0.8522461,0.09937998,79,0.2038919,0.12729251,800.0,1600.0,-34.588295,0.0,0.0
0.8523874,0.09908143,80,0.20387243,0.1270517,810.0,1620.0,-36.34355,0.0,0.0
0.85238975,0.0997496,81,0.20386015,0.12732545,820.0,1640.0,-32.880203,0.0,0.0
0.8525255,0.09970002,82,0.2039024,0.12729281,830.0,1660.0,-39.276386,0.0,0.0
0.8525482,0.099431135,83,0.20385422,0.12707241,840.0,1680.0,-31.787876,0.0,0.0
0.85283643,0.09905329,84,0.20393434,0.12693115,850.0,1700.0,-35.829983,0.0,0.0
0.852995,0.0988712,85,0.20399256,0.12673867,860.0,1720.0,-29.004862,0.0,0.0
0.85306597,0.09856226,86,0.20395601,0.12660344,870.0,1740.0,-35.768486,0.0,0.0
0.85323554,0.09844589,87,0.20393787,0.12698115,880.0,1760.0,-37.466305,0.0,0.0
0.8532024,0.09823058,88,0.20383814,0.12681144,890.0,1780.0,-35.402946,0.0,0.0
0.85316485,0.097941935,89,0.20385197,0.12670362,900.0,1800.0,-33.510754,0.0,0.0
0.8533394,0.09766415,90,0.20385642,0.12661852,910.0,1820.0,-37.6886,0.0,0.0
0.8533605,0.097291276,91,0.2038555,0.12643953,920.0,1840.0,-39.367302,0.0,0.0
0.85308367,0.097189605,92,0.20368797,0.1263601,930.0,1860.0,-33.12507,0.0,0.0
0.8531857,0.09704836,93,0.20374042,0.12634464,940.0,1880.0,-36.47371,0.0,0.0
0.8530991,0.096763164,94,0.20372881,0.12616344,950.0,1900.0,-33.654533,0.0,0.0
0.8531196,0.096607916,95,0.20377514,0.12610883,960.0,1920.0,-32.51134,0.0,0.0
0.8531669,0.09628867,96,0.2037636,0.12602599,970.0,1940.0,-32.308365,0.0,0.0
0.85303545,0.09603235,97,0.20376006,0.12593935,980.0,1960.0,-34.920513,0.0,0.0
0.8530404,0.09584033,98,0.20376109,0.1257875,990.0,1980.0,-34.25417,0.0,0.0
0.8530484,0.09558881,99,0.20373999,0.12567924,1000.0,2000.0,-31.338776,0.0,0.0
0.85318524,0.0956195,100,0.20383047,0.12569751,1010.0,2020.0,-33.576874,0.0,0.0
0.85322285,0.09553699,101,0.20376278,0.12558885,1020.0,2040.0,-34.093803,0.0,0.0
0.8531572,0.09533957,102,0.20374116,0.12548561,1030.0,2060.0,-38.661533,0.0,0.0
0.8530285,0.09513846,103,0.20370665,0.12551348,1040.0,2080.0,-38.575695,0.0,0.0
0.85311395,0.09486552,104,0.2037356,0.12539972,1050.0,2100.0,-34.329826,0.0,0.0
0.8530355,0.09473157,105,0.2036592,0.12555692,1060.0,2120.0,-37.395493,0.0,0.0
0.85303897,0.09451167,106,0.20364304,0.1253642,1070.0,2140.0,-41.779778,0.0,0.0
0.85299796,0.09430756,107,0.20368373,0.12521434,1080.0,2160.0,-29.493908,0.0,0.0
0.8530336,0.09416772,108,0.20372711,0.12520297,1090.0,2180.0,-32.853893,0.0,0.0
0.8530113,0.09407949,109,0.2037587,0.12501656,1100.0,2200.0,-33.312504,0.0,0.0
0.85300237,0.09397049,110,0.20374483,0.1249124,1110.0,2220.0,-38.319214,0.0,0.0
0.85309607,0.09385991,111,0.20379548,0.1247344,1120.0,2240.0,-40.404182,0.0,0.0
0.85315484,0.093636885,112,0.20381102,0.12458976,1130.0,2260.0,-33.65442,0.0,0.0
0.85327345,0.093461014,113,0.20382403,0.12444311,1140.0,2280.0,-38.422806,0.0,0.0
0.8533146,0.09328226,114,0.20382321,0.12435955,1150.0,2300.0,-35.193504,0.1,0.0
0.85341567,0.09330202,115,0.20384201,0.12439302,1160.0,2320.0,-40.982204,0.0,0.0
0.85343724,0.093312494,116,0.20388561,0.12420883,1170.0,2340.0,-42.913506,0.0,0.0
0.8532429,0.09303832,117,0.20382948,0.12409407,1180.0,2360.0,-37.300076,0.0,0.0
0.8532469,0.09308177,118,0.20390952,0.123930715,1190.0,2380.0,-30.204403,0.0,0.0
0.8532497,0.092829,119,0.20391256,0.123772286,1200.0,2400.0,-31.871664,0.0,0.0
0.8532455,0.092597336,120,0.20390347,0.123681836,1210.0,2420.0,-32.702934,0.0,0.0
0.8531668,0.09236262,121,0.20387548,0.123589076,1220.0,2440.0,-38.84,0.0,0.0
0.85311794,0.092106365,122,0.2038589,0.12344393,1230.0,2460.0,-37.963448,0.0,0.0
0.8531069,0.09186805,123,0.20385236,0.12327852,1240.0,2480.0,-42.47929,0.0,0.0
0.8530483,0.091628894,124,0.2038506,0.12314362,1250.0,2500.0,-34.622326,0.0,0.0
0.8531127,0.09138764,125,0.20386328,0.12298137,1260.0,2520.0,-39.47215,0.0,0.0
0.8531403,0.0911822,126,0.20386866,0.12283509,1270.0,2540.0,-32.605473,0.0,0.0
0.85302705,0.09096676,127,0.2038465,0.12270204,1280.0,2560.0,-42.235085,0.0,0.0
0.85302025,0.0907407,128,0.20383738,0.12258038,1290.0,2580.0,-32.266014,0.0,0.0
0.85313267,0.09050267,129,0.20386605,0.122460105,1300.0,2600.0,-33.179592,0.0,0.0
0.85319227,0.0902847,130,0.20387453,0.12237056,1310.0,2620.0,-38.936382,0.0,0.0
0.853173,0.09007567,131,0.2038636,0.12221918,1320.0,2640.0,-46.84292,0.0,0.0
0.8531597,0.089972675,132,0.20381998,0.12207856,1330.0,2660.0,-40.700783,0.0,0.0
0.8531864,0.08977498,133,0.20380926,0.1219705,1340.0,2680.0,-38.383484,0.0,0.0
0.85315114,0.08954599,134,0.20378003,0.12186956,1350.0,2700.0,-44.691906,0.0,0.0
0.8532133,0.08935469,135,0.20380108,0.12174738,1360.0,2720.0,-41.539577,0.0,0.0
0.85317254,0.089318454,136,0.20377266,0.121653914,1370.0,2740.0,-36.00513,0.0,0.0
0.8532357,0.089145556,137,0.20376995,0.12154653,1380.0,2760.0,-27.590698,0.0,0.0
0.8531768,0.088948704,138,0.20374185,0.12143449,1390.0,2780.0,-33.327393,0.0,0.0
0.8531573,0.088744715,139,0.20373017,0.12135804,1400.0,2800.0,-39.467415,0.0,0.0
0.8530794,0.08860359,140,0.2036902,0.121285856,1410.0,2820.0,-39.354053,0.1,0.0
0.8531173,0.08848722,141,0.20370504,0.12115729,1420.0,2840.0,-41.531143,0.0,0.0
0.8532223,0.088273615,142,0.20372969,0.12104988,1430.0,2860.0,-39.7492,0.0,0.0
0.85328454,0.088139124,143,0.2037434,0.120946966,1440.0,2880.0,-34.821968,0.0,0.0
0.853427,0.08793355,144,0.20377766,0.12083969,1450.0,2900.0,-30.185404,0.0,0.0
0.8535406,0.08782194,145,0.20381396,0.12082397,1460.0,2920.0,-36.713207,0.0,0.0
0.8535544,0.08772186,146,0.20380291,0.12080868,1470.0,2940.0,-39.721123,0.0,0.0
0.8535569,0.087670505,147,0.20379844,0.120941184,1480.0,2960.0,-40.766087,0.0,0.0
0.853586,0.087471746,148,0.20379126,0.120861776,1490.0,2980.0,-31.681097,0.0,0.0
0.8536627,0.08731819,149,0.20381656,0.120760016,1500.0,3000.0,-33.54093,0.0,0.0
0.8536906,0.08713352,150,0.20382133,0.12066559,1510.0,3020.0,-35.62562,0.0,0.0
0.85367876,0.08700248,151,0.20381576,0.12061504,1520.0,3040.0,-31.64382,0.0,0.0
0.85367423,0.08683988,152,0.20381516,0.1205977,1530.0,3060.0,-39.40347,0.0,0.0
0.8536659,0.08678868,153,0.20381671,0.12048408,1540.0,3080.0,-38.92413,0.0,0.0
0.8536761,0.08674386,154,0.20383391,0.12049285,1550.0,3100.0,-25.481268,0.0,0.0
0.8537136,0.08662292,155,0.20384488,0.120421566,1560.0,3120.0,-41.658115,0.0,0.0
0.85379237,0.086492784,156,0.20386145,0.12034965,1570.0,3140.0,-26.301138,0.0,0.0
0.8538232,0.08632475,157,0.20385998,0.12028036,1580.0,3160.0,-35.56737,0.0,0.0
0.85393953,0.08614722,158,0.20388761,0.12021795,1590.0,3180.0,-30.355106,0.0,0.0
0.8538888,0.08603402,159,0.20387314,0.120144516,1600.0,3200.0,-34.70124,0.0,0.0
0.85389143,0.085884854,160,0.20386255,0.12009416,1610.0,3220.0,-35.807896,0.0,0.0
0.8539292,0.0857577,161,0.20387198,0.12001487,1620.0,3240.0,-36.86174,0.0,0.0
0.85400325,0.08559927,162,0.20388997,0.11990762,1630.0,3260.0,-30.85619,0.1,0.0
0.8540787,0.08550807,163,0.20391388,0.11980975,1640.0,3280.0,-33.459023,0.0,0.0
0.85412025,0.08555731,164,0.20392597,0.11974102,1650.0,3300.0,-32.071384,0.0,0.0
0.85413504,0.08545268,165,0.20392947,0.11966571,1660.0,3320.0,-30.61991,0.0,0.0
0.8541856,0.08533925,166,0.20393778,0.1196146,1670.0,3340.0,-31.674732,0.0,0.0
0.8543064,0.085212156,167,0.20396322,0.119556285,1680.0,3360.0,-34.09893,0.0,0.0
0.8541663,0.08507848,168,0.20392734,0.1194548,1690.0,3380.0,-38.18139,0.0,0.0
0.8542673,0.08493038,169,0.2039505,0.119368576,1700.0,3400.0,-37.385647,0.0,0.0
0.8542719,0.084838726,170,0.20396467,0.11928014,1710.0,3420.0,-35.70127,0.0,0.0
0.85427934,0.08472048,171,0.20395695,0.11924214,1720.0,3440.0,-33.82536,0.0,0.0
0.8543792,0.08464157,172,0.20398434,0.11919925,1730.0,3460.0,-35.061695,0.0,0.0
0.8544529,0.084534675,173,0.20400204,0.11912891,1740.0,3480.0,-39.280052,0.0,0.0
0.85448724,0.08444744,174,0.20399934,0.11910489,1750.0,3500.0,-31.337498,0.0,0.0
0.8544801,0.08434313,175,0.2040134,0.1190044,1760.0,3520.0,-34.401356,0.0,0.0
0.8544929,0.08427791,176,0.20402342,0.11900708,1770.0,3540.0,-37.217304,0.0,0.0
0.8545572,0.084297314,177,0.20404531,0.11906811,1780.0,3560.0,-38.176876,0.0,0.0
0.85449976,0.08419851,178,0.20402539,0.11901329,1790.0,3580.0,-34.071236,0.0,0.0
0.8544391,0.08408549,179,0.20401506,0.118949436,1800.0,3600.0,-33.722496,0.0,0.0
0.85442084,0.08401353,180,0.20401853,0.11894152,1810.0,3620.0,-37.73385,0.0,0.0
0.85447663,0.083893016,181,0.204038,0.11886982,1820.0,3640.0,-38.89363,0.0,0.0
0.8544526,0.08383602,182,0.20400494,0.11877156,1830.0,3660.0,-35.11399,0.0,0.0
0.8544553,0.08371728,183,0.20400204,0.11870134,1840.0,3680.0,-38.658264,0.0,0.0
0.85442287,0.083910085,184,0.20397139,0.11896946,1850.0,3700.0,-42.050907,0.0,0.0
0.85443133,0.08378005,185,0.20397234,0.11890335,1860.0,3720.0,-39.986164,0.0,0.0
0.8545373,0.083686695,186,0.2039806,0.11888409,1870.0,3740.0,-33.418663,0.0,0.0
0.8545613,0.083552666,187,0.2039871,0.11879035,1880.0,3760.0,-39.229477,0.0,0.0
0.85457987,0.083415315,188,0.20399392,0.118698694,1890.0,3780.0,-42.25198,0.0,0.0
0.8546726,0.08334961,189,0.20402059,0.11869905,1900.0,3800.0,-37.83433,0.0,0.0
0.85470945,0.08320767,190,0.20402865,0.11860871,1910.0,3820.0,-39.04342,0.0,0.0
0.8547682,0.08307035,191,0.20403714,0.11856359,1920.0,3840.0,-38.36675,0.0,0.0
0.8547984,0.08292996,192,0.20403895,0.11852711,1930.0,3860.0,-42.475586,0.0,0.0
0.8549413,0.082882494,193,0.20407265,0.11849829,1940.0,3880.0,-39.244293,0.0,0.0
0.85490495,0.08288371,194,0.20406292,0.11843127,1950.0,3900.0,-31.12434,0.0,0.0
0.8549056,0.08296299,195,0.20406042,0.11837521,1960.0,3920.0,-30.285923,0.0,0.0
0.8548899,0.083023645,196,0.20404293,0.11830017,1970.0,3940.0,-30.69135,0.0,0.0
0.85488796,0.08308758,197,0.20403071,0.11823871,1980.0,3960.0,-30.072733,0.0,0.0
0.8548975,0.082996264,198,0.2040252,0.118175805,1990.0,3980.0,-30.833874,0.0,0.0
0.8548884,0.08288371,199,0.20401648,0.11812269,2000.0,4000.0,-26.931534,0.0,0.0
0.8549247,0.082785055,200,0.20402232,0.11808765,2010.0,4020.0,-31.090801,0.0,0.0
0.8549599,0.08275481,201,0.20404167,0.11803007,2020.0,4040.0,-29.847376,0.1,0.0
0.8550072,0.08270464,202,0.20405945,0.118051946,2030.0,4060.0,-35.94433,0.0,0.0
0.85509723,0.08260146,203,0.2040831,0.1179981,2040.0,4080.0,-29.998043,0.0,0.0
0.8550663,0.082539186,204,0.20407845,0.11793995,2050.0,4100.0,-31.546484,0.0,0.0
0.8550398,0.08242817,205,0.20407239,0.11785176,2060.0,4120.0,-30.335987,0.0,0.0
0.8550611,0.08233047,206,0.20408148,0.11786624,2070.0,4140.0,-33.58957,0.0,0.0
0.8550987,0.082253754,207,0.20407718,0.117844425,2080.0,4160.0,-34.047783,0.0,0.0
0.85505223,0.08214285,208,0.20405631,0.117785595,2090.0,4180.0,-28.525091,0.0,0.0
0.8550113,0.08207535,209,0.2040532,0.11775688,2100.0,4200.0,-36.15467,0.0,0.0
0.85500616,0.081966296,210,0.2040464,0.11767907,2110.0,4220.0,-35.7757,0.0,0.0
0.8549988,0.08184591,211,0.20404099,0.1176664,2120.0,4240.0,-38.12203,0.0,0.0
0.85503393,0.08174121,212,0.20405382,0.11760936,2130.0,4260.0,-33.986614,0.0,0.0
0.855086,0.08161631,213,0.20406623,0.117542066,2140.0,4280.0,-30.673529,0.0,0.0
0.85509634,0.08150549,214,0.20407505,0.11745163,2150.0,4300.0,-37.730835,0.0,0.0
0.85511655,0.08139052,215,0.2040762,0.11739551,2160.0,4320.0,-33.349804,0.0,0.0
0.85514313,0.081448466,216,0.20407133,0.117421485,2170.0,4340.0,-34.107475,0.0,0.0
0.85514086,0.081352666,217,0.20407395,0.11739135,2180.0,4360.0,-37.467125,0.0,0.0
0.8551205,0.08129485,218,0.2040493,0.117337435,2190.0,4380.0,-34.08924,0.0,0.0
0.8551766,0.08123073,219,0.2040779,0.11735823,2200.0,4400.0,-32.02659,0.0,0.0
0.85518223,0.081119716,220,0.20408216,0.117312364,2210.0,4420.0,-38.40224,0.0,0.0
0.8551326,0.081017904,221,0.20406803,0.117242895,2220.0,4440.0,-37.555553,0.0,0.0
0.8551204,0.08091801,222,0.2040668,0.1171914,2230.0,4460.0,-36.94187,0.0,0.0
0.85516125,0.08088896,223,0.20405689,0.117164336,2240.0,4480.0,-30.800013,0.0,0.0
0.8551626,0.080774345,224,0.2040611,0.11708797,2250.0,4500.0,-39.609108,0.0,0.0
0.8551995,0.080666035,225,0.20406963,0.11704845,2260.0,4520.0,-35.95722,0.0,0.0
0.8551893,0.080596685,226,0.20405358,0.117009945,2270.0,4540.0,-36.653954,0.0,0.0
0.8551945,0.08049556,227,0.20405586,0.116960585,2280.0,4560.0,-37.16935,0.0,0.0
0.85518306,0.080405414,228,0.20404525,0.11691481,2290.0,4580.0,-40.047924,0.0,0.0
0.8552217,0.080313876,229,0.20405552,0.11688316,2300.0,4600.0,-37.95878,0.0,0.0
0.8552084,0.08023374,230,0.20405196,0.116854824,2310.0,4620.0,-35.588097,0.0,0.0
0.85526353,0.08013621,231,0.2040572,0.11680949,2320.0,4640.0,-37.28623,0.0,0.0
0.85533506,0.08004771,232,0.2040745,0.11676473,2330.0,4660.0,-36.01412,0.0,0.0
0.8553329,0.079969674,233,0.20407313,0.11671156,2340.0,4680.0,-37.046173,0.0,0.0
0.85533553,0.07987156,234,0.20406982,0.11666468,2350.0,4700.0,-34.29659,0.0,0.0
0.8552475,0.079807535,235,0.2040508,0.11663094,2360.0,4720.0,-39.19539,0.0,0.0
0.8552558,0.0797054,236,0.20405035,0.11658404,2370.0,4740.0,-36.594143,0.0,0.0
0.8552611,0.079615824,237,0.20404454,0.11655912,2380.0,4760.0,-32.479855,0.0,0.0
0.85530335,0.07956391,238,0.20406234,0.11658297,2390.0,4780.0,-34.116127,0.0,0.0
0.855325,0.07945981,239,0.20406479,0.11652712,2400.0,4800.0,-35.152126,0.0,0.0
0.855408,0.07935181,240,0.2040844,0.116491266,2410.0,4820.0,-40.565704,0.0,0.0
0.8554041,0.0792593,241,0.20407599,0.1164479,2420.0,4840.0,-41.885593,0.0,0.0
0.8553827,0.07915294,242,0.20407005,0.11640469,2430.0,4860.0,-42.947567,0.0,0.0
0.85544986,0.07904309,243,0.20408605,0.11636504,2440.0,4880.0,-39.60302,0.0,0.0
0.85540533,0.07896581,244,0.20406806,0.116340436,2450.0,4900.0,-40.98754,0.0,0.0
0.85547566,0.0789444,245,0.20407596,0.116307594,2460.0,4920.0,-42.022987,0.0,0.0
0.8554671,0.07894478,246,0.20408033,0.11634394,2470.0,4940.0,-44.507732,0.0,0.0
0.8554587,0.07888541,247,0.20409045,0.11629919,2480.0,4960.0,-38.214615,0.0,0.0
0.8555036,0.07886674,248,0.20409985,0.11630678,2490.0,4980.0,-40.356018,0.0,0.0
0.85550135,0.07883597,249,0.20411466,0.116291344,2500.0,5000.0,-44.831055,0.0,0.0
0.85555905,0.07876777,250,0.20413513,0.11624686,2510.0,5020.0,-39.167736,0.0,0.0
0.85562795,0.07876549,251,0.20416544,0.11621191,2520.0,5040.0,-40.53843,0.0,0.0
0.85562676,0.07868022,252,0.2041581,0.11618838,2530.0,5060.0,-39.540543,0.0,0.0
0.85563165,0.07859424,253,0.20414977,0.116161644,2540.0,5080.0,-35.530132,0.0,0.0
0.85567504,0.07850053,254,0.20415924,0.116142154,2550.0,5100.0,-39.897545,0.0,0.0
0.8556299,0.07841155,255,0.20414354,0.11611968,2560.0,5120.0,-38.386597,0.0,0.0
0.8556459,0.078341864,256,0.20414248,0.11607984,2570.0,5140.0,-42.438515,0.0,0.0
0.85566765,0.078321785,257,0.204156,0.11605799,2580.0,5160.0,-42.503506,0.0,0.0
0.8556624,0.07828558,258,0.20416568,0.116013624,2590.0,5180.0,-44.802116,0.0,0.0
0.8557289,0.07822346,259,0.2041699,0.11599483,2600.0,5200.0,-42.534496,0.0,0.0
0.85571766,0.078195035,260,0.20417343,0.11609497,2610.0,5220.0,-44.688942,0.0,0.0
0.85574657,0.078105405,261,0.2041765,0.116058536,2620.0,5240.0,-44.147682,0.0,0.0
0.8557441,0.078042895,262,0.20415097,0.11604472,2630.0,5260.0,-38.678017,0.0,0.0
0.8558011,0.07799903,263,0.204157,0.116054274,2640.0,5280.0,-43.269615,0.0,0.0
0.855778,0.07802355,264,0.20416138,0.11609202,2650.0,5300.0,-43.167015,0.0,0.0
0.8557105,0.07798705,265,0.20414181,0.11620623,2660.0,5320.0,-41.82372,0.0,0.0
0.8557704,0.07790091,266,0.20416057,0.11617464,2670.0,5340.0,-43.654137,0.0,0.0
0.8557579,0.07781801,267,0.20415315,0.11613252,2680.0,5360.0,-43.910282,0.0,0.0
0.8557746,0.07772922,268,0.20415545,0.116069056,2690.0,5380.0,-44.797264,0.0,0.0
0.85576624,0.07764142,269,0.20415284,0.1160202,2700.0,5400.0,-45.201164,0.0,0.0
0.8557639,0.07756421,270,0.20414722,0.11598498,2710.0,5420.0,-44.842567,0.0,0.0
0.8557574,0.07748087,271,0.2041399,0.11596564,2720.0,5440.0,-43.295555,0.0,0.0
0.8557218,0.07739587,272,0.2041296,0.11592301,2730.0,5460.0,-43.024426,0.0,0.0
0.855735,0.07738429,273,0.20413966,0.11592279,2740.0,5480.0,-43.650757,0.0,0.0
0.8557771,0.07732063,274,0.20414841,0.11594063,2750.0,5500.0,-46.069057,0.0,0.0
0.85580844,0.07742121,275,0.20417383,0.11602048,2760.0,5520.0,-42.569702,0.0,0.0
0.85580564,0.07744627,276,0.2041747,0.11608806,2770.0,5540.0,-45.651413,0.0,0.0
0.8558064,0.077383064,277,0.20417334,0.11605799,2780.0,5560.0,-47.553654,0.0,0.0
0.85581064,0.07733838,278,0.20418936,0.116034925,2790.0,5580.0,-46.007793,0.0,0.0
0.85574555,0.07726186,279,0.20416428,0.116021655,2800.0,5600.0,-45.72074,0.0,0.0
