test/mean_Q,stats_o/std,train/success_rate,test/success_rate,test/episode,stats_g/std,stats_g/mean,stats_o/mean,train/episode,epoch
-12.501931,0.10466399,0.0,0.2,2810.0,0.13251746,0.85245425,0.2058889,5620.0,280
-14.041646,0.10464882,0.0,0.1,2820.0,0.1325114,0.8524218,0.20587416,5640.0,281
-13.446741,0.10472065,0.05,0.2,2830.0,0.13252021,0.85244244,0.20587178,5660.0,282
-9.364384,0.1047908,0.0,0.1,2840.0,0.13251273,0.8524561,0.20589882,5680.0,283
-10.582148,0.10491447,0.0,0.2,2850.0,0.13258676,0.8524568,0.20588404,5700.0,284
-11.067932,0.10498313,0.0,0.4,2860.0,0.13263118,0.85248643,0.20594905,5720.0,285
-12.246565,0.10501482,0.1,0.1,2870.0,0.13274057,0.85248154,0.20592825,5740.0,286
-17.812008,0.10505415,0.0,0.0,2880.0,0.1327494,0.85245866,0.20596614,5760.0,287
-14.089131,0.10518899,0.0,0.1,2890.0,0.13283291,0.8524706,0.20598441,5780.0,288
-8.637622,0.10531852,0.0,0.3,2900.0,0.13297735,0.8524484,0.20603761,5800.0,289
-13.2778015,0.10543717,0.05,0.4,2910.0,0.13303153,0.85246426,0.20609465,5820.0,290
-12.188292,0.10556469,0.0,0.4,2920.0,0.13307841,0.8524838,0.20611407,5840.0,291
-14.317505,0.105629444,0.0,0.2,2930.0,0.133048,0.8525209,0.20618914,5860.0,292
-14.068193,0.10571283,0.0,0.3,2940.0,0.13307726,0.85259205,0.20622647,5880.0,293
-9.288722,0.10567917,0.1,0.1,2950.0,0.13308908,0.85266495,0.20626749,5900.0,294
-9.698888,0.105693474,0.1,0.3,2960.0,0.13306719,0.8526821,0.2062916,5920.0,295
-11.238062,0.10576734,0.05,0.2,2970.0,0.13309096,0.85271436,0.2062991,5940.0,296
-8.634004,0.10581334,0.05,0.4,2980.0,0.13307452,0.8526657,0.2063309,5960.0,297
-10.503757,0.10591261,0.05,0.0,2990.0,0.13314702,0.85265714,0.20633976,5980.0,298
-9.4621105,0.10602195,0.05,0.1,3000.0,0.13311362,0.8527383,0.20643261,6000.0,299
-9.01655,0.10607884,0.1,0.3,3010.0,0.133211,0.8527258,0.20643002,6020.0,300
-8.886928,0.10604585,0.1,0.1,3020.0,0.13321933,0.85278463,0.20644099,6040.0,301
-14.747388,0.10606639,0.05,0.0,3030.0,0.13332377,0.85285664,0.20647137,6060.0,302
-11.5856,0.10612702,0.05,0.3,3040.0,0.13331288,0.8528444,0.20646115,6080.0,303
-11.930126,0.106139496,0.0,0.3,3050.0,0.13338558,0.852932,0.20646763,6100.0,304
-8.308303,0.10619286,0.0,0.2,3060.0,0.1333516,0.8529456,0.20653182,6120.0,305
-10.588801,0.10620633,0.05,0.1,3070.0,0.13333789,0.85292584,0.20651503,6140.0,306
-13.917196,0.10624194,0.1,0.3,3080.0,0.1333451,0.85290927,0.20652731,6160.0,307
-10.471602,0.106298685,0.0,0.1,3090.0,0.13335903,0.853031,0.20653284,6180.0,308
-8.95495,0.10633908,0.0,0.5,3100.0,0.13342847,0.8530986,0.20658979,6200.0,309
-7.680056,0.10641308,0.15,0.5,3110.0,0.13350548,0.85319614,0.20665754,6220.0,310
-9.658506,0.106600545,0.05,0.4,3120.0,0.13365747,0.85328364,0.2067132,6240.0,311
-6.517737,0.106701374,0.1,0.2,3130.0,0.13372158,0.8533442,0.20672421,6260.0,312
-8.0585375,0.106692545,0.0,0.4,3140.0,0.13369308,0.85340947,0.20671491,6280.0,313
-13.844699,0.10669169,0.05,0.2,3150.0,0.13368796,0.8534289,0.20673425,6300.0,314
-9.2495985,0.10675301,0.0,0.2,3160.0,0.1337745,0.85342664,0.20671904,6320.0,315
-11.048593,0.106705256,0.05,0.2,3170.0,0.1337995,0.85342073,0.20671438,6340.0,316
-9.672907,0.10672862,0.05,0.1,3180.0,0.13385834,0.8534589,0.2067388,6360.0,317
-9.608585,0.10673031,0.1,0.1,3190.0,0.13384968,0.85355616,0.20678076,6380.0,318
-7.26166,0.106830254,0.0,0.1,3200.0,0.13397121,0.85354155,0.20679073,6400.0,319
-10.890825,0.106918946,0.0,0.2,3210.0,0.13400559,0.85351706,0.20683748,6420.0,320
-8.615356,0.10710345,0.05,0.2,3220.0,0.13412614,0.85350496,0.20687401,6440.0,321
-10.151155,0.107188776,0.05,0.9,3230.0,0.13417102,0.8535742,0.20686904,6460.0,322
-9.687908,0.10717243,0.1,0.1,3240.0,0.13410111,0.8535773,0.20686996,6480.0,323
-11.155222,0.107206285,0.1,0.5,3250.0,0.13412423,0.8535843,0.20687664,6500.0,324
-9.002928,0.10715379,0.0,0.1,3260.0,0.13411398,0.85360837,0.20686758,6520.0,325
-11.92892,0.107126325,0.05,0.2,3270.0,0.13404833,0.8536441,0.20687553,6540.0,326
-11.151784,0.107070096,0.15,0.4,3280.0,0.13398285,0.85364485,0.20687377,6560.0,327
-10.99291,0.1070416,0.05,0.2,3290.0,0.13395497,0.85367054,0.20686278,6580.0,328
-8.93976,0.10698782,0.0,0.1,3300.0,0.13394143,0.8536789,0.2068713,6600.0,329
-11.284688,0.107126124,0.05,0.4,3310.0,0.13410306,0.85366696,0.20683783,6620.0,330
-10.787288,0.10710645,0.2,0.2,3320.0,0.1340292,0.85371715,0.20683731,6640.0,331
-9.892214,0.10704045,0.1,0.4,3330.0,0.13396229,0.8537101,0.20684026,6660.0,332
-10.392932,0.10701913,0.2,0.2,3340.0,0.13394333,0.85377544,0.20683134,6680.0,333
-7.587845,0.106995456,0.0,0.5,3350.0,0.13402402,0.8538092,0.20685402,6700.0,334
-9.985121,0.10691558,0.1,0.1,3360.0,0.1339712,0.85385376,0.20685907,6720.0,335
-5.720093,0.106904976,0.15,0.7,3370.0,0.13397653,0.8539484,0.20687252,6740.0,336
-9.140548,0.1068686,0.1,0.4,3380.0,0.13392986,0.8540418,0.20688637,6760.0,337
-6.3441305,0.10689058,0.0,0.1,3390.0,0.13392353,0.8540955,0.20689751,6780.0,338
-8.684339,0.106919356,0.15,0.0,3400.0,0.13394171,0.85414785,0.20691246,6800.0,339
-9.451237,0.10693011,0.05,0.3,3410.0,0.13394584,0.8541839,0.20691901,6820.0,340
-8.001532,0.10698813,0.0,0.5,3420.0,0.13398267,0.854218,0.20693058,6840.0,341
-10.203271,0.106969506,0.05,0.3,3430.0,0.13394497,0.85424644,0.2069476,6860.0,342
-10.242065,0.106968194,0.2,0.0,3440.0,0.13393979,0.85425586,0.20694377,6880.0,343
-9.651786,0.10696021,0.2,0.5,3450.0,0.13391423,0.8543276,0.2069497,6900.0,344
-8.019447,0.10691824,0.1,0.8,3460.0,0.13387054,0.8544174,0.20696592,6920.0,345
-9.435939,0.10689806,0.4,0.2,3470.0,0.13386752,0.85446024,0.206972,6940.0,346
-6.9617715,0.10684735,0.2,0.2,3480.0,0.13383387,0.85457826,0.20697218,6960.0,347
-5.7834883,0.106866695,0.05,0.4,3490.0,0.13378495,0.85460836,0.20695613,6980.0,348
-7.2501054,0.10686409,0.25,0.4,3500.0,0.13375814,0.85467046,0.20694637,7000.0,349
-7.022792,0.10690049,0.2,0.6,3510.0,0.13375168,0.85472554,0.20697626,7020.0,350
-7.3791823,0.10692171,0.1,0.4,3520.0,0.13377434,0.85484266,0.2069684,7040.0,351
-6.833355,0.10699023,0.1,0.2,3530.0,0.133741,0.8549096,0.20693699,7060.0,352
-8.972563,0.10702817,0.25,0.7,3540.0,0.133703,0.8549759,0.20695847,7080.0,353
-5.728114,0.10700032,0.05,0.7,3550.0,0.13367723,0.85511285,0.206992,7100.0,354
-6.320668,0.10702437,0.3,0.5,3560.0,0.13367005,0.855117,0.20700121,7120.0,355
-6.874064,0.10697238,0.1,0.9,3570.0,0.13370436,0.8551634,0.20700079,7140.0,356
-8.778873,0.10700563,0.1,0.6,3580.0,0.13369451,0.85523313,0.20699932,7160.0,357
-5.6724353,0.10700824,0.15,0.8,3590.0,0.13369136,0.8553035,0.2070004,7180.0,358
-7.385913,0.10707909,0.1,0.6,3600.0,0.13372606,0.8554062,0.20701347,7200.0,359
-6.3098865,0.107032634,0.3,0.4,3610.0,0.1337109,0.8554626,0.20702358,7220.0,360
-6.503016,0.107038565,0.2,0.4,3620.0,0.13372804,0.85556704,0.2070551,7240.0,361
-10.991365,0.10698451,0.3,0.2,3630.0,0.13368846,0.8556347,0.207072,7260.0,362
-9.548283,0.106996395,0.15,0.7,3640.0,0.13367236,0.85569507,0.20710923,7280.0,363
-6.2833886,0.107002325,0.15,0.5,3650.0,0.13368322,0.8557914,0.2071217,7300.0,364
-6.939317,0.10704551,0.2,0.5,3660.0,0.13364685,0.8558567,0.207134,7320.0,365
-6.577371,0.10703454,0.2,0.6,3670.0,0.13361605,0.8559099,0.20714305,7340.0,366
-8.906961,0.107048064,0.1,0.5,3680.0,0.13361216,0.8559225,0.20714898,7360.0,367
-5.94464,0.10702909,0.35,0.5,3690.0,0.13358347,0.8560195,0.20715088,7380.0,368
-7.26407,0.10704623,0.15,0.4,3700.0,0.13356481,0.8561141,0.20716818,7400.0,369
-5.9059286,0.10703674,0.05,0.5,3710.0,0.13356036,0.85615903,0.20720235,7420.0,370
-6.9550996,0.10707008,0.1,0.7,3720.0,0.13356593,0.8562055,0.20720848,7440.0,371
-7.2870307,0.10712032,0.2,0.6,3730.0,0.13365455,0.85624987,0.20721516,7460.0,372
-8.133515,0.10713642,0.1,0.9,3740.0,0.1336434,0.85630065,0.20718536,7480.0,373
-5.0004296,0.10713273,0.2,0.6,3750.0,0.13363475,0.85633224,0.20716499,7500.0,374
-9.16001,0.10715209,0.2,0.6,3760.0,0.13361035,0.85632235,0.20718874,7520.0,375
-7.314088,0.1071358,0.25,0.8,3770.0,0.133622,0.8563735,0.207198,7540.0,376
-10.323752,0.10716868,0.25,0.4,3780.0,0.13365048,0.8563873,0.20718658,7560.0,377
-8.366538,0.10716793,0.25,0.5,3790.0,0.13361256,0.85645896,0.20719466,7580.0,378
-9.602816,0.10715499,0.35,0.4,3800.0,0.13364871,0.85652083,0.20720646,7600.0,379
-6.1826935,0.10712829,0.2,0.6,3810.0,0.13364662,0.8566434,0.2072342,7620.0,380
-4.527795,0.107118815,0.05,0.2,3820.0,0.13362353,0.8566647,0.2072557,7640.0,381
-5.626264,0.107123576,0.1,0.7,3830.0,0.13362831,0.8567686,0.2072972,7660.0,382
-8.054148,0.107189134,0.05,0.6,3840.0,0.13366763,0.8568172,0.20734441,7680.0,383
-5.442815,0.10719447,0.3,0.4,3850.0,0.13369326,0.85680825,0.20733477,7700.0,384
-6.360267,0.10718935,0.2,0.7,3860.0,0.13369364,0.85686797,0.20734808,7720.0,385
-6.2057962,0.10721831,0.3,0.7,3870.0,0.13375656,0.85692257,0.20736526,7740.0,386
-6.7516203,0.1072201,0.1,0.5,3880.0,0.13379158,0.8569289,0.20737796,7760.0,387
-6.2892675,0.1072692,0.35,0.5,3890.0,0.13379087,0.8569327,0.20738238,7780.0,388
-5.0477686,0.1072403,0.3,0.6,3900.0,0.13375142,0.85699105,0.20737295,7800.0,389
-8.4054165,0.10723605,0.2,0.4,3910.0,0.1337648,0.85701305,0.20738584,7820.0,390
-3.9972732,0.10721996,0.25,0.9,3920.0,0.1337179,0.85705876,0.20741007,7840.0,391
-8.898465,0.107189454,0.25,0.5,3930.0,0.13371663,0.8571403,0.2074142,7860.0,392
-4.5236883,0.107219756,0.2,0.7,3940.0,0.13371153,0.85722,0.20742193,7880.0,393
-6.9307733,0.10720712,0.3,0.5,3950.0,0.13371027,0.85734135,0.20745733,7900.0,394
-5.721862,0.10724984,0.4,0.3,3960.0,0.13379312,0.8574302,0.20744969,7920.0,395
-3.9565163,0.10720842,0.25,0.8,3970.0,0.13376619,0.8574876,0.20745407,7940.0,396
-4.758833,0.10715688,0.3,0.6,3980.0,0.13375022,0.8575271,0.20748301,7960.0,397
-4.507342,0.10715015,0.25,0.8,3990.0,0.1337559,0.8576004,0.20751104,7980.0,398
-5.1308928,0.10716497,0.2,0.5,4000.0,0.1337262,0.85768753,0.2075123,8000.0,399
-6.6830854,0.10718169,0.15,0.5,4010.0,0.13373317,0.8577476,0.20752193,8020.0,400
-5.5482135,0.107180074,0.2,0.7,4020.0,0.13373862,0.85778147,0.20753296,8040.0,401
-6.8345313,0.10716493,0.15,0.8,4030.0,0.13369273,0.85784036,0.20754963,8060.0,402
-6.474556,0.10713755,0.3,1.0,4040.0,0.13370983,0.85791856,0.2075634,8080.0,403
-6.0383425,0.10711787,0.25,0.5,4050.0,0.13369805,0.8579487,0.2075488,8100.0,404
-5.4429784,0.10717895,0.2,0.7,4060.0,0.1337241,0.8580454,0.20758064,8120.0,405
-5.9474916,0.1071822,0.25,0.8,4070.0,0.13378084,0.85807973,0.20761345,8140.0,406
-3.7021098,0.10719619,0.15,0.8,4080.0,0.13374697,0.8581373,0.20760602,8160.0,407
-3.6023784,0.10718156,0.2,0.9,4090.0,0.13373353,0.85821104,0.20763412,8180.0,408
-4.1507645,0.10715499,0.4,0.8,4100.0,0.1337061,0.8582975,0.20763023,8200.0,409
-3.3019137,0.10715897,0.25,0.8,4110.0,0.13364725,0.8583436,0.2076228,8220.0,410
-3.489682,0.10712495,0.2,0.8,4120.0,0.13364764,0.8584013,0.20763266,8240.0,411
-8.1515255,0.107070886,0.45,0.8,4130.0,0.13360168,0.85846776,0.20764793,8260.0,412
-5.0875998,0.10702519,0.25,1.0,4140.0,0.13354282,0.85854846,0.2076285,8280.0,413
-4.5494585,0.106996775,0.25,1.0,4150.0,0.13354181,0.8586276,0.20764002,8300.0,414
-4.9864464,0.10696271,0.5,0.5,4160.0,0.13350558,0.8587058,0.20766832,8320.0,415
-4.904179,0.10696216,0.25,0.6,4170.0,0.13345571,0.85875064,0.2076636,8340.0,416
-4.165525,0.10692785,0.4,0.7,4180.0,0.13342693,0.85881203,0.2076649,8360.0,417
-4.847983,0.10699143,0.2,1.0,4190.0,0.13341771,0.8588497,0.20767955,8380.0,418
-6.329282,0.10700395,0.2,0.8,4200.0,0.1334135,0.8589094,0.20769015,8400.0,419
-7.6965585,0.10699114,0.2,0.9,4210.0,0.13338774,0.858968,0.20767197,8420.0,420
-5.0464067,0.10696531,0.2,0.9,4220.0,0.13335358,0.85901165,0.2076801,8440.0,421
-5.0599504,0.106980234,0.25,0.9,4230.0,0.13331519,0.85904115,0.20766182,8460.0,422
-5.78775,0.106977336,0.4,0.7,4240.0,0.13332832,0.8590893,0.2076615,8480.0,423
-7.445203,0.10696511,0.25,0.8,4250.0,0.1333101,0.85918236,0.20768699,8500.0,424
-4.664107,0.107008345,0.1,0.6,4260.0,0.13331014,0.8592312,0.20770748,8520.0,425
-4.362812,0.10696718,0.2,1.0,4270.0,0.13326341,0.8593014,0.2077179,8540.0,426
-6.4145956,0.10694727,0.3,0.9,4280.0,0.13321227,0.85937023,0.20773195,8560.0,427
-4.7192116,0.106897525,0.3,0.6,4290.0,0.13315926,0.859436,0.20775619,8580.0,428
-3.1681094,0.10687172,0.3,1.0,4300.0,0.13311923,0.8595161,0.20777357,8600.0,429
-3.8335602,0.10685522,0.3,0.8,4310.0,0.13307247,0.8595752,0.20777659,8620.0,430
-4.348969,0.10687039,0.25,0.9,4320.0,0.13304351,0.85962033,0.20779602,8640.0,431
-3.4997234,0.10688029,0.3,0.9,4330.0,0.13301808,0.8596711,0.2078286,8660.0,432
-5.4542437,0.10685202,0.2,0.9,4340.0,0.13300455,0.8597067,0.20785123,8680.0,433
-4.148463,0.106868416,0.3,0.9,4350.0,0.132966,0.85974526,0.2078771,8700.0,434
-4.94239,0.106910646,0.25,0.8,4360.0,0.13295142,0.85978055,0.2078696,8720.0,435
-3.700695,0.106916465,0.1,0.9,4370.0,0.1329667,0.85984206,0.20788439,8740.0,436
-3.3878531,0.10690798,0.15,0.9,4380.0,0.1329159,0.8598612,0.20790885,8760.0,437
-3.325925,0.10689133,0.15,0.9,4390.0,0.13288315,0.8599152,0.20790794,8780.0,438
-4.3137026,0.10685045,0.3,0.9,4400.0,0.1328705,0.85999584,0.20791028,8800.0,439
-5.350011,0.1068306,0.3,0.8,4410.0,0.13285716,0.8600204,0.20793378,8820.0,440
-3.9070861,0.10680055,0.4,1.0,4420.0,0.13284224,0.8600711,0.20797023,8840.0,441
-4.8001223,0.10677901,0.3,1.0,4430.0,0.13285357,0.86013585,0.2079887,8860.0,442
-3.7093766,0.10675928,0.2,1.0,4440.0,0.13283598,0.86024857,0.20801,8880.0,443
-4.5278444,0.106703386,0.4,0.8,4450.0,0.13280088,0.8603578,0.20803265,8900.0,444
-3.00218,0.10668601,0.4,0.9,4460.0,0.13281316,0.8604658,0.20807105,8920.0,445
-4.129677,0.106706984,0.2,0.9,4470.0,0.13280243,0.860517,0.2080841,8940.0,446
-2.9850354,0.106747836,0.25,0.8,4480.0,0.1328779,0.8605321,0.20810454,8960.0,447
-2.9755232,0.10671778,0.4,1.0,4490.0,0.13288535,0.86061305,0.20811565,8980.0,448
-2.8417482,0.106698856,0.35,1.0,4500.0,0.13286857,0.8606474,0.20812295,9000.0,449
-6.9852967,0.106660955,0.2,0.8,4510.0,0.13283661,0.8607073,0.20811734,9020.0,450
-3.3940494,0.106614284,0.25,1.0,4520.0,0.13281539,0.8607797,0.20814972,9040.0,451
-3.3205402,0.10662647,0.15,0.8,4530.0,0.13280141,0.8608594,0.20816351,9060.0,452
-3.572235,0.10660782,0.35,1.0,4540.0,0.13279241,0.8609057,0.20817219,9080.0,453
-3.9370475,0.10659362,0.35,0.9,4550.0,0.13278133,0.8609579,0.20818399,9100.0,454
-3.087923,0.10656462,0.2,0.9,4560.0,0.13278557,0.8610521,0.2082217,9120.0,455
-5.9810205,0.106537744,0.2,0.9,4570.0,0.13275756,0.861115,0.20824581,9140.0,456
-3.9638991,0.106569454,0.2,0.9,4580.0,0.13276297,0.86117905,0.20825706,9160.0,457
-2.729694,0.1065349,0.45,1.0,4590.0,0.1327274,0.861273,0.20826396,9180.0,458
-3.8801708,0.106487006,0.35,0.8,4600.0,0.13268489,0.8613398,0.20826258,9200.0,459
-3.3330853,0.10645921,0.35,1.0,4610.0,0.13264535,0.8613758,0.20826887,9220.0,460
-6.858859,0.106456645,0.25,0.7,4620.0,0.13264562,0.8614493,0.20827852,9240.0,461
-3.8879902,0.10643014,0.35,1.0,4630.0,0.13261317,0.86154586,0.20827621,9260.0,462
-4.1205664,0.10642829,0.25,0.9,4640.0,0.1325535,0.86159676,0.20827709,9280.0,463
-2.7623453,0.106418416,0.3,1.0,4650.0,0.13254954,0.86163735,0.2082761,9300.0,464
-3.6815388,0.10639965,0.2,1.0,4660.0,0.13251807,0.86164397,0.20826681,9320.0,465
-2.7249608,0.10637201,0.1,1.0,4670.0,0.13248475,0.86171585,0.20829216,9340.0,466
-2.9288566,0.106382854,0.5,1.0,4680.0,0.13249628,0.8618122,0.2083369,9360.0,467
-3.8656704,0.10638602,0.25,0.8,4690.0,0.13248242,0.86185503,0.20835973,9380.0,468
-3.898412,0.10638713,0.25,0.9,4700.0,0.13247551,0.8619287,0.20837177,9400.0,469
-3.4591885,0.10634473,0.25,0.7,4710.0,0.13242374,0.86197823,0.20836979,9420.0,470
-3.8244667,0.10631817,0.15,1.0,4720.0,0.13241677,0.86205673,0.20836402,9440.0,471
-7.908854,0.106366016,0.2,0.7,4730.0,0.13247,0.86208826,0.2083713,9460.0,472
-3.0599093,0.10639921,0.2,1.0,4740.0,0.13246743,0.8621287,0.2083734,9480.0,473
-4.9769254,0.10640929,0.3,0.7,4750.0,0.13246383,0.8621746,0.20837694,9500.0,474
-3.1224904,0.10639828,0.4,0.9,4760.0,0.13243215,0.8622115,0.20837888,9520.0,475
-3.2201161,0.106392786,0.2,0.9,4770.0,0.13244869,0.8622251,0.20839125,9540.0,476
-3.2707672,0.10640079,0.2,0.9,4780.0,0.13243826,0.8622365,0.20839119,9560.0,477
-3.5878863,0.1063709,0.4,1.0,4790.0,0.13238774,0.8622925,0.20839983,9580.0,478
-2.2613587,0.10634596,0.45,1.0,4800.0,0.1323802,0.8623803,0.2084294,9600.0,479
-3.072337,0.10633826,0.25,1.0,4810.0,0.13237278,0.86241955,0.20844889,9620.0,480
-3.6363492,0.106325515,0.3,0.9,4820.0,0.13234556,0.86249423,0.20847417,9640.0,481
-3.3054051,0.106313035,0.2,1.0,4830.0,0.13230555,0.8625462,0.20847933,9660.0,482
-4.1215286,0.106350996,0.25,0.9,4840.0,0.1323346,0.8625892,0.20850353,9680.0,483
-4.6941514,0.10633776,0.3,0.8,4850.0,0.13230203,0.86261266,0.20850265,9700.0,484
-5.264618,0.106331624,0.4,0.5,4860.0,0.13232411,0.8626806,0.2084841,9720.0,485
-3.8528924,0.10629832,0.15,0.9,4870.0,0.13226984,0.8626673,0.20846926,9740.0,486
-4.4392576,0.10629272,0.15,0.7,4880.0,0.13223559,0.8626819,0.20846143,9760.0,487
-3.204501,0.10624537,0.2,0.9,4890.0,0.13218886,0.8626911,0.2084609,9780.0,488
-2.812348,0.10623379,0.35,0.9,4900.0,0.13214915,0.86273783,0.2084884,9800.0,489
-3.54114,0.10621825,0.35,1.0,4910.0,0.13214366,0.86277604,0.20847976,9820.0,490
-2.4329822,0.10619253,0.45,1.0,4920.0,0.13213803,0.8628326,0.20850307,9840.0,491
-2.5573754,0.106186494,0.4,1.0,4930.0,0.13213228,0.8628952,0.20851706,9860.0,492
-2.2447639,0.106164224,0.35,1.0,4940.0,0.13209246,0.86293477,0.20854096,9880.0,493
-2.8221889,0.10614137,0.25,0.9,4950.0,0.1320887,0.862976,0.20856857,9900.0,494
-2.159951,0.10618407,0.4,1.0,4960.0,0.13211961,0.86298436,0.20859085,9920.0,495
-2.4959676,0.10619461,0.35,1.0,4970.0,0.13211583,0.86300546,0.208614,9940.0,496
-2.3990097,0.106257886,0.45,1.0,4980.0,0.13218145,0.8630288,0.20864673,9960.0,497
-2.3125834,0.10623061,0.45,1.0,4990.0,0.13215227,0.8630614,0.20865259,9980.0,498
-2.7915714,0.106214434,0.25,1.0,5000.0,0.1321508,0.8631373,0.20869482,10000.0,499
-2.3073716,0.106213436,0.35,0.9,5010.0,0.13214287,0.8631808,0.20870636,10020.0,500
-2.8889794,0.10623643,0.35,1.0,5020.0,0.13216524,0.86327106,0.20871569,10040.0,501
-2.684668,0.10620821,0.45,1.0,5030.0,0.13217305,0.86336094,0.20872676,10060.0,502
-2.4222417,0.10619719,0.25,1.0,5040.0,0.13215566,0.86339015,0.20874473,10080.0,503
-2.5325897,0.106169194,0.3,1.0,5050.0,0.13213086,0.8634419,0.20875841,10100.0,504
-2.9853933,0.106158584,0.3,1.0,5060.0,0.13212103,0.8635289,0.20878199,10120.0,505
-3.2835205,0.10618354,0.3,0.7,5070.0,0.13212384,0.86360663,0.20882483,10140.0,506
-2.4731426,0.106165126,0.35,0.8,5080.0,0.13211055,0.8636334,0.20884255,10160.0,507
-2.648912,0.1061982,0.25,1.0,5090.0,0.13209085,0.8636861,0.20885259,10180.0,508
-3.6965497,0.1061769,0.25,0.9,5100.0,0.13207571,0.8636921,0.208877,10200.0,509
-2.2787302,0.106151216,0.4,1.0,5110.0,0.13203174,0.86374235,0.20890325,10220.0,510
-3.1657019,0.10612768,0.2,1.0,5120.0,0.13199925,0.8637917,0.20891634,10240.0,511
-2.3133929,0.1061016,0.3,1.0,5130.0,0.13198105,0.8638498,0.20893875,10260.0,512
-2.6353664,0.10609456,0.3,1.0,5140.0,0.13197452,0.8639109,0.20896113,10280.0,513
-3.5291016,0.10608217,0.5,0.9,5150.0,0.13195647,0.86398035,0.20898117,10300.0,514
-3.0046208,0.10607848,0.3,1.0,5160.0,0.13195978,0.8640428,0.20901933,10320.0,515
-3.187821,0.1060744,0.2,1.0,5170.0,0.1319712,0.864093,0.20904501,10340.0,516
-2.2508092,0.10608708,0.4,0.9,5180.0,0.13194388,0.86415935,0.2090529,10360.0,517
-2.5000002,0.10607705,0.25,1.0,5190.0,0.13190047,0.86423826,0.2090569,10380.0,518
-2.7135046,0.106127426,0.25,1.0,5200.0,0.13193385,0.8643214,0.20909318,10400.0,519
-3.185492,0.10609825,0.3,1.0,5210.0,0.13188852,0.86437607,0.20910579,10420.0,520
-2.4139676,0.106128424,0.3,1.0,5220.0,0.13187177,0.8644361,0.20911342,10440.0,521
-4.0335975,0.106141984,0.35,0.9,5230.0,0.13183792,0.86447734,0.2091094,10460.0,522
-2.3954139,0.10612041,0.3,1.0,5240.0,0.13181831,0.86453646,0.2091085,10480.0,523
-2.4662366,0.10610117,0.4,1.0,5250.0,0.1317851,0.8645792,0.2090995,10500.0,524
-2.5732334,0.106099665,0.6,1.0,5260.0,0.13174368,0.864629,0.20910633,10520.0,525
-2.5847294,0.10608674,0.25,1.0,5270.0,0.13175212,0.8646824,0.20912543,10540.0,526
-3.1107318,0.10608985,0.35,1.0,5280.0,0.13171676,0.8647046,0.20913069,10560.0,527
-2.4977534,0.10607045,0.35,1.0,5290.0,0.13170895,0.8647248,0.20914516,10580.0,528
-2.9621465,0.10604079,0.5,1.0,5300.0,0.13169767,0.8647961,0.20915495,10600.0,529
-2.5225985,0.10605743,0.3,1.0,5310.0,0.1317088,0.864871,0.20916742,10620.0,530
-1.8028479,0.10602906,0.4,1.0,5320.0,0.13168244,0.864949,0.20918676,10640.0,531
-2.4654205,0.10600152,0.4,1.0,5330.0,0.13166313,0.86500806,0.20918967,10660.0,532
-2.5290809,0.105981916,0.35,1.0,5340.0,0.13164853,0.86506605,0.20922084,10680.0,533
-2.4766347,0.105997846,0.25,1.0,5350.0,0.13161014,0.86508006,0.20924862,10700.0,534
-2.1901717,0.10598996,0.5,1.0,5360.0,0.13157873,0.8651449,0.20927955,10720.0,535
-2.0180564,0.10606309,0.5,1.0,5370.0,0.13160355,0.86520934,0.20930511,10740.0,536
-1.8792799,0.106055364,0.4,1.0,5380.0,0.1315734,0.86524266,0.20931202,10760.0,537
-2.3210278,0.10604896,0.4,0.9,5390.0,0.13154006,0.86530566,0.20931725,10780.0,538
-2.0295892,0.10602468,0.35,1.0,5400.0,0.13154168,0.86535746,0.20931678,10800.0,539
-2.410748,0.10599644,0.25,0.8,5410.0,0.13150059,0.86542255,0.2093322,10820.0,540
-2.3707461,0.10598336,0.4,1.0,5420.0,0.13148682,0.865449,0.20934993,10840.0,541
-2.5252862,0.10597977,0.05,1.0,5430.0,0.1314765,0.86546594,0.20933598,10860.0,542
-2.9219823,0.1059716,0.3,1.0,5440.0,0.13149752,0.8655074,0.20934637,10880.0,543
-2.1825736,0.10597107,0.2,1.0,5450.0,0.13147265,0.86557007,0.20938198,10900.0,544
-2.5473578,0.10597034,0.4,1.0,5460.0,0.13143392,0.86559373,0.20938791,10920.0,545
-2.3812623,0.10596994,0.35,1.0,5470.0,0.13140911,0.8656778,0.20939559,10940.0,546
-2.5982213,0.10598551,0.25,1.0,5480.0,0.13138692,0.86573917,0.20942356,10960.0,547
-1.9485766,0.10595723,0.5,0.9,5490.0,0.13135558,0.86582756,0.2094553,10980.0,548
-2.0628083,0.10594872,0.2,1.0,5500.0,0.13134012,0.86586404,0.20947373,11000.0,549
-2.1450782,0.105909064,0.5,0.9,5510.0,0.13132326,0.86593384,0.20947802,11020.0,550
-2.3895557,0.10588294,0.4,1.0,5520.0,0.1312948,0.866008,0.20949282,11040.0,551
-3.7788768,0.105989926,0.3,0.9,5530.0,0.13134609,0.8660429,0.20947431,11060.0,552
-4.5690813,0.105989724,0.2,0.9,5540.0,0.13132222,0.8660896,0.20948173,11080.0,553
-2.039271,0.106008746,0.5,0.9,5550.0,0.1313386,0.8661569,0.20949805,11100.0,554
-1.9689373,0.10601961,0.4,1.0,5560.0,0.13140576,0.86618453,0.20950043,11120.0,555
