train/episode,stats_g/std,test/episode,test/success_rate,stats_o/std,stats_o/mean,train/success_rate,test/mean_Q,epoch,stats_g/mean
5620.0,0.09891522,2810.0,0.5,0.100397035,0.20350523,0.0,-17.506924,280,0.8589847
5640.0,0.098952144,2820.0,0.1,0.10049274,0.20352861,0.0,-7.3268557,281,0.8589621
5660.0,0.0989754,2830.0,0.3,0.1005746,0.20352924,0.0,-15.52679,282,0.85897464
5680.0,0.09903421,2840.0,0.0,0.10068861,0.20352739,0.0,-11.006867,283,0.85901356
5700.0,0.099174716,2850.0,0.3,0.10084768,0.20357175,0.0,-11.44702,284,0.85907626
5720.0,0.099279664,2860.0,0.4,0.10102024,0.20358163,0.0,-12.568189,285,0.85905904
5740.0,0.09931543,2870.0,0.1,0.10111347,0.20355661,0.0,-15.213422,286,0.8590142
5760.0,0.09932684,2880.0,0.4,0.1011637,0.2035316,0.0,-12.264172,287,0.8590629
5780.0,0.09936265,2890.0,0.2,0.10122799,0.20348822,0.0,-14.874649,288,0.859091
5800.0,0.099345416,2900.0,0.0,0.10129895,0.20349048,0.0,-23.373398,289,0.8590962
5820.0,0.09945148,2910.0,0.3,0.101383895,0.2034725,0.0,-13.436508,290,0.8590751
5840.0,0.09946536,2920.0,0.3,0.10145708,0.2034574,0.0,-12.911443,291,0.85912627
5860.0,0.099452384,2930.0,0.1,0.10160408,0.20343985,0.0,-19.910671,292,0.85914856
5880.0,0.09953656,2940.0,0.4,0.1017346,0.20341928,0.0,-10.11389,293,0.8591524
5900.0,0.09955587,2950.0,0.2,0.101905786,0.2034445,0.0,-16.620394,294,0.8591418
5920.0,0.099594854,2960.0,0.1,0.10201203,0.20343567,0.0,-14.221309,295,0.85919285
5940.0,0.09969912,2970.0,0.3,0.10217687,0.2033914,0.0,-16.899994,296,0.8591605
5960.0,0.09998856,2980.0,0.3,0.10244509,0.20339641,0.0,-13.727536,297,0.8591699
5980.0,0.10003331,2990.0,0.2,0.102494605,0.2034195,0.0,-13.01707,298,0.8592312
6000.0,0.10007322,3000.0,0.1,0.102645986,0.20337659,0.0,-14.778546,299,0.8592246
6020.0,0.10010583,3010.0,0.2,0.10279641,0.20334741,0.0,-13.112864,300,0.85923046
6040.0,0.10020447,3020.0,0.2,0.102923974,0.20334834,0.0,-11.382831,301,0.85924125
6060.0,0.100271426,3030.0,0.3,0.10312005,0.20331758,0.0,-14.360809,302,0.859258
6080.0,0.10027424,3040.0,0.3,0.103225745,0.20330994,0.0,-11.894183,303,0.85925645
6100.0,0.10035712,3050.0,0.4,0.10335627,0.2033222,0.0,-13.681499,304,0.8592934
6120.0,0.10047713,3060.0,0.0,0.1034545,0.2033128,0.0,-24.6753,305,0.8592766
6140.0,0.10052785,3070.0,0.6,0.10359933,0.20335084,0.0,-10.633278,306,0.8593347
6160.0,0.100670815,3080.0,0.3,0.1037552,0.2033897,0.0,-7.458663,307,0.85942525
6180.0,0.100656785,3090.0,0.4,0.103873245,0.2033769,0.0,-8.942478,308,0.85943705
6200.0,0.10068218,3100.0,0.1,0.104100935,0.20338748,0.0,-11.426397,309,0.85942644
6220.0,0.10077629,3110.0,0.0,0.10428099,0.20339756,0.0,-6.4600573,310,0.8594074
6240.0,0.10084028,3120.0,0.3,0.10440105,0.20338802,0.0,-7.643286,311,0.85942477
6260.0,0.10090935,3130.0,0.5,0.10458411,0.20336457,0.0,-7.109308,312,0.85933274
6280.0,0.101014934,3140.0,0.1,0.10470356,0.20335083,0.0,-13.258858,313,0.8593096
6300.0,0.10102579,3150.0,0.3,0.104823895,0.2033664,0.0,-14.101008,314,0.8593521
6320.0,0.10101837,3160.0,0.5,0.10489096,0.20335802,0.0,-7.818282,315,0.85938
6340.0,0.10105286,3170.0,0.3,0.105014585,0.20338188,0.0,-5.689414,316,0.8594329
6360.0,0.1011323,3180.0,0.4,0.10515367,0.20336913,0.0,-10.434931,317,0.85947436
6380.0,0.10119275,3190.0,0.2,0.10526118,0.20336534,0.0,-6.032438,318,0.85945296
6400.0,0.10120431,3200.0,0.1,0.10539851,0.20338175,0.0,-12.148138,319,0.8594969
6420.0,0.10130497,3210.0,0.4,0.10564459,0.20340988,0.0,-7.491651,320,0.8595193
6440.0,0.10127822,3220.0,0.1,0.105772585,0.20342481,0.0,-9.49124,321,0.8595007
6460.0,0.10133121,3230.0,0.1,0.105883285,0.20342845,0.0,-5.8533816,322,0.85953975
6480.0,0.10136718,3240.0,0.4,0.106024005,0.20343658,0.0,-5.7009296,323,0.85956603
6500.0,0.10146159,3250.0,0.1,0.106144555,0.20338428,0.0,-7.7884626,324,0.85959977
6520.0,0.101492524,3260.0,0.2,0.10633228,0.20335825,0.0,-7.451361,325,0.85963297
6540.0,0.10154954,3270.0,0.2,0.10649667,0.20335633,0.0,-6.983542,326,0.85963506
6560.0,0.101569355,3280.0,0.4,0.10664138,0.20339252,0.0,-7.5813684,327,0.85967016
6580.0,0.10157452,3290.0,0.0,0.10673144,0.20338722,0.0,-6.8503675,328,0.85963464
6600.0,0.10158643,3300.0,0.1,0.10681847,0.20339541,0.0,-7.499434,329,0.8596719
6620.0,0.10165658,3310.0,0.2,0.10698914,0.20337307,0.0,-6.8605623,330,0.85969543
6640.0,0.10177825,3320.0,0.1,0.10718785,0.20340317,0.0,-7.876912,331,0.8597596
6660.0,0.10191786,3330.0,0.3,0.10733267,0.20342663,0.0,-8.864611,332,0.85976607
6680.0,0.10195903,3340.0,0.6,0.10745934,0.20340534,0.0,-6.780117,333,0.85975116
6700.0,0.10213393,3350.0,0.2,0.10765744,0.20341258,0.0,-9.206072,334,0.85979265
6720.0,0.1021905,3360.0,0.2,0.10778045,0.20345429,0.0,-8.108455,335,0.85984325
6740.0,0.10219169,3370.0,0.1,0.107914455,0.20345879,0.0,-6.2094436,336,0.8598668
6760.0,0.10231193,3380.0,0.2,0.10803328,0.20347048,0.0,-10.841711,337,0.8599112
6780.0,0.10244156,3390.0,0.2,0.10825604,0.20343645,0.0,-5.393762,338,0.85991883
6800.0,0.102722466,3400.0,0.0,0.108467855,0.20341744,0.0,-9.204733,339,0.85994846
6820.0,0.102943785,3410.0,0.4,0.108653106,0.20344645,0.0,-9.112958,340,0.85994893
6840.0,0.103037775,3420.0,0.5,0.10878788,0.20347768,0.0,-7.002141,341,0.86000514
6860.0,0.10320415,3430.0,0.0,0.1089346,0.20343173,0.0,-8.142557,342,0.86002666
6880.0,0.10340742,3440.0,0.0,0.10903402,0.20343424,0.0,-21.535671,343,0.86004895
6900.0,0.10371021,3450.0,0.0,0.109322034,0.20346907,0.0,-9.489538,344,0.86009693
6920.0,0.103931725,3460.0,0.3,0.10947657,0.20347331,0.0,-8.322395,345,0.8601758
6940.0,0.10404252,3470.0,0.5,0.10962811,0.20348094,0.0,-7.265889,346,0.86021096
6960.0,0.104096025,3480.0,0.2,0.10971812,0.2034942,0.0,-6.148076,347,0.8602614
6980.0,0.10417017,3490.0,0.1,0.10982613,0.20352335,0.0,-6.9281387,348,0.86027795
7000.0,0.10440418,3500.0,0.1,0.1099827,0.20347965,0.0,-9.004526,349,0.86029524
7020.0,0.10455891,3510.0,0.1,0.11017674,0.20349559,0.0,-7.5520005,350,0.86031276
7040.0,0.10461714,3520.0,0.2,0.11029413,0.20344101,0.0,-6.7291145,351,0.8603079
7060.0,0.104645856,3530.0,0.1,0.11042264,0.20345832,0.0,-6.2364693,352,0.8602615
7080.0,0.1046679,3540.0,0.2,0.11056781,0.2034115,0.0,-5.695318,353,0.8602528
7100.0,0.104705594,3550.0,0.3,0.11077868,0.20341404,0.0,-5.4531965,354,0.86025816
7120.0,0.104737125,3560.0,0.2,0.11088583,0.20335084,0.0,-6.115546,355,0.8602478
7140.0,0.10474312,3570.0,0.3,0.11096038,0.20335287,0.0,-5.216253,356,0.8602808
7160.0,0.10477573,3580.0,0.3,0.11107639,0.20332849,0.0,-5.6201086,357,0.8602836
7180.0,0.10481316,3590.0,0.3,0.111223705,0.20333453,0.0,-5.723703,358,0.86024815
7200.0,0.10480564,3600.0,0.4,0.11133231,0.20338812,0.0,-5.8588543,359,0.86026496
7220.0,0.10499549,3610.0,0.4,0.11146219,0.2033264,0.0,-6.5116615,360,0.860272
7240.0,0.10512703,3620.0,0.1,0.11160136,0.20335886,0.0,-6.7871237,361,0.86032367
7260.0,0.105213016,3630.0,0.2,0.111769535,0.20337915,0.0,-6.381579,362,0.86033654
7280.0,0.105241925,3640.0,0.3,0.11187704,0.20338012,0.0,-6.901461,363,0.86036044
7300.0,0.1053566,3650.0,0.2,0.11201619,0.2033925,0.0,-5.8361735,364,0.86035174
7320.0,0.10538665,3660.0,0.4,0.112126715,0.20338601,0.0,-6.944242,365,0.8603588
7340.0,0.105405904,3670.0,0.4,0.11224951,0.20333786,0.05,-8.859121,366,0.860342
7360.0,0.105469905,3680.0,0.3,0.112348855,0.20335604,0.0,-8.457936,367,0.8603603
7380.0,0.10557637,3690.0,0.3,0.11250817,0.20336983,0.0,-8.2094345,368,0.86034924
7400.0,0.105644904,3700.0,0.4,0.11261547,0.20335518,0.05,-6.112244,369,0.8603361
7420.0,0.10573425,3710.0,0.4,0.11274535,0.20339707,0.0,-6.5106773,370,0.86035347
7440.0,0.10574573,3720.0,0.4,0.112877846,0.20335451,0.0,-7.5557113,371,0.8603713
7460.0,0.10591024,3730.0,0.4,0.113091856,0.20333938,0.0,-6.798089,372,0.860375
7480.0,0.105987854,3740.0,0.2,0.11319778,0.20336086,0.05,-9.48503,373,0.86035687
7500.0,0.10607511,3750.0,0.3,0.11334653,0.20338613,0.05,-6.5777063,374,0.8604171
7520.0,0.10617876,3760.0,0.5,0.11347059,0.20338553,0.0,-6.365259,375,0.8604366
7540.0,0.10625478,3770.0,0.5,0.11364074,0.20336033,0.0,-5.5279593,376,0.8604393
7560.0,0.10625448,3780.0,0.2,0.11374977,0.20338432,0.0,-6.069407,377,0.860451
7580.0,0.106325805,3790.0,0.1,0.1139301,0.20340213,0.0,-8.1697645,378,0.8604824
7600.0,0.10648789,3800.0,0.4,0.11412535,0.20333487,0.0,-6.288422,379,0.86047333
7620.0,0.106543474,3810.0,0.6,0.11426288,0.20331734,0.0,-6.216465,380,0.86045295
7640.0,0.10656399,3820.0,0.4,0.1143498,0.20330212,0.0,-5.760138,381,0.86047107
7660.0,0.10664013,3830.0,0.6,0.114473365,0.20328721,0.0,-5.245733,382,0.86046964
7680.0,0.10665951,3840.0,0.4,0.11454807,0.20330893,0.0,-6.573476,383,0.8604934
7700.0,0.106819175,3850.0,0.5,0.114665106,0.20331013,0.0,-5.568663,384,0.8605132
7720.0,0.10682786,3860.0,0.5,0.1147498,0.203323,0.0,-5.5043783,385,0.8605278
7740.0,0.10684215,3870.0,0.6,0.11490972,0.20332402,0.05,-6.630989,386,0.860513
7760.0,0.10703438,3880.0,0.4,0.11502304,0.20329699,0.0,-5.690591,387,0.8605075
7780.0,0.107089184,3890.0,0.4,0.11507301,0.20324568,0.0,-6.440432,388,0.86048895
7800.0,0.107117236,3900.0,0.6,0.11519283,0.203235,0.0,-5.3832254,389,0.86050344
7820.0,0.10710472,3910.0,0.4,0.11528908,0.20324005,0.0,-5.322497,390,0.86052054
7840.0,0.10709394,3920.0,0.9,0.11528077,0.20323227,0.0,-5.2599726,391,0.86055404
7860.0,0.10710771,3930.0,0.6,0.11529286,0.20324421,0.0,-5.6747584,392,0.8606271
7880.0,0.107165195,3940.0,0.6,0.11532657,0.20324369,0.0,-5.630283,393,0.86063725
7900.0,0.1072338,3950.0,0.6,0.11539721,0.20321356,0.0,-8.379989,394,0.86060494
7920.0,0.10725478,3960.0,0.3,0.11549166,0.20320465,0.0,-6.480773,395,0.8606212
7940.0,0.10724916,3970.0,0.4,0.11555603,0.2031951,0.0,-5.9176726,396,0.86062604
7960.0,0.10728096,3980.0,0.5,0.11563693,0.20317325,0.0,-7.177623,397,0.86063606
7980.0,0.10731304,3990.0,0.3,0.11574235,0.20317174,0.0,-7.4405465,398,0.8606406
8000.0,0.10730662,4000.0,0.3,0.11581499,0.20317066,0.0,-6.4621725,399,0.8606518
8020.0,0.10742893,4010.0,0.6,0.11589172,0.20318563,0.05,-6.163892,400,0.8606708
8040.0,0.10742072,4020.0,0.5,0.11599075,0.2031884,0.0,-6.6292334,401,0.8606401
8060.0,0.10750923,4030.0,0.7,0.11608876,0.203174,0.0,-6.3491783,402,0.86064005
8080.0,0.10764774,4040.0,0.4,0.11619668,0.20322552,0.05,-6.931826,403,0.860708
8100.0,0.10771716,4050.0,0.7,0.1163056,0.20326374,0.05,-6.0676436,404,0.86070746
8120.0,0.10774442,4060.0,0.7,0.116410434,0.20328978,0.0,-6.2448597,405,0.8607394
8140.0,0.107749246,4070.0,0.7,0.116491534,0.20327355,0.0,-6.342623,406,0.8607657
8160.0,0.10782797,4080.0,0.7,0.116638854,0.20332104,0.0,-8.251913,407,0.86078185
8180.0,0.10785986,4090.0,0.8,0.11671079,0.20334055,0.0,-5.7806787,408,0.86077756
8200.0,0.10787567,4100.0,0.5,0.11682063,0.20332825,0.05,-7.6950126,409,0.8607404
8220.0,0.10786281,4110.0,0.4,0.11687693,0.20332584,0.0,-7.420476,410,0.86077505
8240.0,0.107952036,4120.0,0.8,0.1169516,0.20331466,0.05,-7.1682634,411,0.8607392
8260.0,0.10804168,4130.0,0.7,0.11702404,0.20332168,0.05,-6.20037,412,0.8606841
8280.0,0.10804248,4140.0,0.7,0.11710386,0.2032993,0.0,-6.3367243,413,0.8607011
8300.0,0.108046144,4150.0,0.9,0.11711317,0.20329385,0.0,-6.2673526,414,0.8607211
8320.0,0.10802796,4160.0,0.9,0.11718194,0.20334712,0.05,-6.5802736,415,0.86075574
8340.0,0.10804995,4170.0,0.7,0.117219694,0.20336144,0.0,-6.8678718,416,0.8607716
8360.0,0.1081027,4180.0,0.4,0.117286816,0.20332588,0.05,-6.742724,417,0.86077505
8380.0,0.10814428,4190.0,0.6,0.117341205,0.20333776,0.0,-6.5886793,418,0.8608187
8400.0,0.10815374,4200.0,0.9,0.117471926,0.20336626,0.0,-6.3871894,419,0.86084205
8420.0,0.10823938,4210.0,0.5,0.11754981,0.20334257,0.0,-9.311363,420,0.86080533
8440.0,0.10828048,4220.0,0.7,0.11761499,0.20333672,0.0,-9.254675,421,0.8608028
8460.0,0.10832888,4230.0,0.8,0.11763359,0.20335571,0.0,-7.3281174,422,0.86080986
8480.0,0.10843655,4240.0,0.5,0.11778171,0.20338537,0.0,-6.171704,423,0.86083215
8500.0,0.10846823,4250.0,0.5,0.11785121,0.203413,0.0,-6.359462,424,0.8608675
8520.0,0.108546555,4260.0,0.6,0.117991515,0.2034273,0.0,-7.2401915,425,0.8608245
8540.0,0.10856076,4270.0,0.6,0.11803609,0.20340809,0.0,-6.190258,426,0.8608268
8560.0,0.10860715,4280.0,0.5,0.11811288,0.20340756,0.0,-7.8170204,427,0.86083347
8580.0,0.108714424,4290.0,0.4,0.11823454,0.20338523,0.05,-6.2657385,428,0.86080295
8600.0,0.10887927,4300.0,0.6,0.118318945,0.20339271,0.05,-6.7544928,429,0.8608728
8620.0,0.108875625,4310.0,0.5,0.118392356,0.20338598,0.0,-7.148,430,0.8608863
8640.0,0.10893614,4320.0,0.6,0.11847868,0.20339374,0.05,-6.275856,431,0.86091727
8660.0,0.10904648,4330.0,0.8,0.11853664,0.20339034,0.0,-7.1820283,432,0.8609433
8680.0,0.10907483,4340.0,0.8,0.118651465,0.20339032,0.0,-8.7817135,433,0.8609338
8700.0,0.10911712,4350.0,0.7,0.118732,0.20338535,0.0,-8.558675,434,0.86095494
8720.0,0.109193444,4360.0,0.5,0.1188177,0.2033919,0.0,-8.423452,435,0.86094505
8740.0,0.10917009,4370.0,0.8,0.11887517,0.2033749,0.0,-7.879593,436,0.86094826
8760.0,0.10916398,4380.0,0.9,0.118961036,0.20336363,0.05,-6.1196413,437,0.8609535
8780.0,0.10918953,4390.0,0.9,0.119054355,0.20336792,0.0,-5.8147335,438,0.8609677
8800.0,0.109172314,4400.0,0.6,0.11915363,0.20340553,0.0,-6.404512,439,0.8609783
8820.0,0.109214425,4410.0,0.8,0.11918675,0.2034109,0.1,-7.2668486,440,0.8609522
8840.0,0.109205246,4420.0,0.8,0.11922316,0.2033925,0.0,-6.8233833,441,0.8609529
8860.0,0.10922132,4430.0,0.7,0.119299,0.20340765,0.0,-5.615894,442,0.8609707
8880.0,0.10922086,4440.0,0.5,0.11935114,0.20340423,0.0,-9.159744,443,0.86100125
8900.0,0.109311014,4450.0,0.6,0.1194647,0.20338908,0.05,-6.4376307,444,0.8610039
8920.0,0.109305404,4460.0,0.5,0.11952629,0.20340784,0.05,-6.7342744,445,0.86102206
8940.0,0.10934317,4470.0,0.8,0.11965724,0.20338029,0.0,-6.644843,446,0.86100936
8960.0,0.109327786,4480.0,0.8,0.119714424,0.20338947,0.0,-6.0286856,447,0.86102444
8980.0,0.10935124,4490.0,0.4,0.11977742,0.20337158,0.0,-10.718666,448,0.86101395
9000.0,0.1093845,4500.0,0.6,0.11982458,0.20336811,0.05,-8.222921,449,0.8610225
9020.0,0.1094133,4510.0,0.8,0.119928315,0.20340073,0.0,-7.4635367,450,0.8609846
9040.0,0.10939956,4520.0,0.8,0.120013945,0.20339257,0.0,-6.912014,451,0.8609932
9060.0,0.10947343,4530.0,0.8,0.12005518,0.2034259,0.0,-8.398157,452,0.86103064
9080.0,0.109499305,4540.0,0.8,0.120090514,0.2034318,0.05,-6.758668,453,0.8609938
9100.0,0.109464824,4550.0,1.0,0.12014842,0.20342548,0.05,-6.495443,454,0.86101705
9120.0,0.10961649,4560.0,0.7,0.12018298,0.20342743,0.0,-7.7497954,455,0.8609881
9140.0,0.10964113,4570.0,0.7,0.12027976,0.20342577,0.05,-8.804959,456,0.8610081
9160.0,0.10961411,4580.0,0.6,0.12032643,0.20344801,0.0,-6.2465925,457,0.86100626
9180.0,0.10963849,4590.0,0.5,0.120376766,0.20347404,0.05,-7.068943,458,0.86101335
9200.0,0.109622784,4600.0,0.5,0.12035939,0.20348722,0.0,-9.168,459,0.8610511
9220.0,0.10960028,4610.0,0.8,0.12046464,0.20346989,0.05,-5.449764,460,0.8610744
9240.0,0.1096195,4620.0,0.5,0.12052983,0.20347084,0.05,-6.497899,461,0.8610718
9260.0,0.109611414,4630.0,0.4,0.12057996,0.20346817,0.0,-7.2369614,462,0.8610361
9280.0,0.109620504,4640.0,0.6,0.120623544,0.20348373,0.0,-6.037441,463,0.86100864
9300.0,0.10961596,4650.0,0.7,0.12066904,0.20347732,0.0,-5.942645,464,0.8609939
9320.0,0.1096313,4660.0,0.6,0.12076535,0.20348285,0.0,-7.249298,465,0.86100703
9340.0,0.10961784,4670.0,0.5,0.12080359,0.20351513,0.05,-7.2460847,466,0.8610249
9360.0,0.109633505,4680.0,0.7,0.12085971,0.20350336,0.0,-5.8971863,467,0.86102706
9380.0,0.109733306,4690.0,0.4,0.120950736,0.20350976,0.05,-7.0000954,468,0.86102
9400.0,0.10970766,4700.0,0.7,0.12097617,0.2035126,0.05,-6.2598314,469,0.8610487
9420.0,0.10972024,4710.0,0.8,0.12102458,0.20353928,0.05,-5.412899,470,0.8610887
9440.0,0.10970058,4720.0,0.8,0.12103488,0.20355538,0.05,-7.627341,471,0.86113435
9460.0,0.109694175,4730.0,0.4,0.121085174,0.20352371,0.05,-6.2176237,472,0.8611214
9480.0,0.10974801,4740.0,1.0,0.12112117,0.20352155,0.1,-5.03406,473,0.8611276
9500.0,0.10979364,4750.0,0.6,0.12118022,0.2035138,0.0,-5.8307,474,0.8611114
9520.0,0.109793924,4760.0,0.6,0.12127372,0.20349607,0.05,-6.3276224,475,0.8611292
9540.0,0.109762035,4770.0,0.6,0.12130386,0.20348413,0.0,-6.199488,476,0.86109596
9560.0,0.109824575,4780.0,0.5,0.121360995,0.20349178,0.05,-5.5113363,477,0.8611142
9580.0,0.109814025,4790.0,1.0,0.121414654,0.20348985,0.05,-4.419828,478,0.8611264
9600.0,0.10982549,4800.0,0.7,0.12147985,0.20346934,0.05,-5.5096335,479,0.8610919
9620.0,0.10985605,4810.0,0.7,0.12149879,0.20345978,0.0,-5.4063964,480,0.8610971
9640.0,0.10982635,4820.0,0.7,0.12153502,0.2034641,0.05,-4.580424,481,0.8611112
9660.0,0.10980451,4830.0,0.5,0.121577576,0.20349412,0.0,-6.596438,482,0.8611314
9680.0,0.10978957,4840.0,0.6,0.12162046,0.20349392,0.0,-7.897116,483,0.861139
9700.0,0.10984864,4850.0,0.6,0.12171221,0.20350334,0.0,-6.045582,484,0.8611748
9720.0,0.10999543,4860.0,0.6,0.12178563,0.2035008,0.0,-4.423152,485,0.8611565
9740.0,0.11001199,4870.0,0.5,0.12184597,0.2035024,0.0,-4.549839,486,0.86115927
9760.0,0.11003091,4880.0,0.9,0.12191493,0.20349586,0.0,-6.303562,487,0.8611689
9780.0,0.11002642,4890.0,0.8,0.1219773,0.20350134,0.0,-4.6761565,488,0.86116534
9800.0,0.11003109,4900.0,0.8,0.122040235,0.20349044,0.05,-6.4574738,489,0.8611794
9820.0,0.110011555,4910.0,0.9,0.12207352,0.20347288,0.0,-4.170541,490,0.8611841
9840.0,0.11003077,4920.0,0.8,0.12212249,0.20347351,0.1,-5.1857004,491,0.8612047
9860.0,0.11007377,4930.0,1.0,0.12214966,0.20346855,0.05,-3.733364,492,0.8612282
9880.0,0.11008438,4940.0,0.7,0.122204095,0.20348306,0.05,-6.158715,493,0.86122656
9900.0,0.11011999,4950.0,0.8,0.1222468,0.20350604,0.0,-5.411908,494,0.8612697
9920.0,0.110114664,4960.0,0.9,0.12228565,0.20350178,0.05,-5.708304,495,0.8612885
9940.0,0.11011688,4970.0,1.0,0.12233519,0.20349877,0.0,-4.8997564,496,0.86126643
9960.0,0.110120475,4980.0,0.8,0.122372,0.20351869,0.0,-6.3484063,497,0.86129624
9980.0,0.11015823,4990.0,0.7,0.12247352,0.20354086,0.0,-5.359375,498,0.8612891
10000.0,0.11017862,5000.0,0.8,0.122520484,0.20354913,0.0,-5.996114,499,0.8612998
10020.0,0.1102351,5010.0,0.9,0.122572035,0.20355529,0.0,-4.0850825,500,0.86131686
10040.0,0.11028471,5020.0,0.8,0.12264455,0.20355995,0.0,-5.6810613,501,0.86127853
10060.0,0.11029637,5030.0,0.7,0.12270587,0.20350508,0.05,-5.8315673,502,0.8612385
10080.0,0.11028087,5040.0,0.6,0.12274545,0.20352377,0.0,-5.5299673,503,0.86125153
10100.0,0.110251896,5050.0,0.7,0.12277946,0.20355864,0.0,-6.314958,504,0.8612507
10120.0,0.11027738,5060.0,0.9,0.12278232,0.20357294,0.0,-6.047264,505,0.86123323
10140.0,0.11026645,5070.0,0.7,0.12281969,0.20358543,0.0,-6.9586654,506,0.8612361
10160.0,0.11031934,5080.0,0.8,0.12289251,0.2035942,0.0,-6.040674,507,0.86121535
10180.0,0.110428154,5090.0,0.8,0.12300358,0.20355962,0.0,-5.6092534,508,0.8611792
10200.0,0.11050046,5100.0,0.9,0.12307291,0.20354372,0.0,-4.430873,509,0.86115104
10220.0,0.110490344,5110.0,0.7,0.123086415,0.203573,0.0,-7.6447725,510,0.86116743
10240.0,0.11054754,5120.0,1.0,0.1231201,0.20357819,0.05,-3.8468583,511,0.8611601
10260.0,0.11065348,5130.0,0.7,0.12316275,0.20358005,0.05,-6.5866804,512,0.8611738
10280.0,0.110639274,5140.0,0.6,0.123214014,0.20358916,0.0,-5.671319,513,0.8611596
10300.0,0.110650934,5150.0,0.8,0.12321898,0.20358175,0.05,-5.4938636,514,0.8612016
10320.0,0.110622466,5160.0,1.0,0.123262174,0.20357901,0.0,-4.824697,515,0.86120224
10340.0,0.11064035,5170.0,0.7,0.12331796,0.20355533,0.1,-6.21837,516,0.861221
10360.0,0.11062164,5180.0,0.7,0.123326086,0.2035446,0.0,-5.44089,517,0.8612341
10380.0,0.11060258,5190.0,0.8,0.12334778,0.20351319,0.0,-5.985591,518,0.86123663
10400.0,0.1106039,5200.0,0.7,0.12342674,0.20353493,0.0,-8.613802,519,0.86125237
10420.0,0.110607944,5210.0,0.8,0.12345542,0.20353466,0.05,-5.853427,520,0.86126333
10440.0,0.11062821,5220.0,0.9,0.12346754,0.20355602,0.05,-6.7594643,521,0.86130166
10460.0,0.11061167,5230.0,0.8,0.123485126,0.20357738,0.15,-5.9862576,522,0.86132455
10480.0,0.1105918,5240.0,1.0,0.12349799,0.20358612,0.15,-5.7808213,523,0.8613407
10500.0,0.11075878,5250.0,0.6,0.12355965,0.20358624,0.05,-5.888815,524,0.86128235
10520.0,0.11076698,5260.0,0.7,0.123586275,0.20357981,0.0,-5.5748034,525,0.86126304
10540.0,0.11078612,5270.0,1.0,0.12364765,0.20356171,0.0,-4.475791,526,0.86128545
10560.0,0.11077694,5280.0,0.7,0.123675935,0.20358424,0.05,-5.2284,527,0.8613224
10580.0,0.11079653,5290.0,0.6,0.12373696,0.2035853,0.0,-6.9865646,528,0.8613269
10600.0,0.11079361,5300.0,1.0,0.12377368,0.20356254,0.1,-4.312022,529,0.8613477
10620.0,0.11079904,5310.0,0.6,0.12380767,0.20356442,0.05,-7.385544,530,0.86134845
10640.0,0.11078975,5320.0,0.8,0.123860724,0.20359722,0.0,-6.613372,531,0.86134154
10660.0,0.11079963,5330.0,0.8,0.123878956,0.20360205,0.05,-7.2660675,532,0.8613563
10680.0,0.110835195,5340.0,0.7,0.12394704,0.20360315,0.05,-4.9556246,533,0.86133987
10700.0,0.11085677,5350.0,0.7,0.123999745,0.20361416,0.0,-4.502924,534,0.86136085
10720.0,0.11087432,5360.0,0.8,0.12403792,0.20363265,0.0,-5.465693,535,0.86137843
10740.0,0.11089444,5370.0,0.9,0.12408318,0.20361014,0.0,-4.9064293,536,0.8613734
10760.0,0.11096252,5380.0,0.9,0.12412705,0.20361333,0.0,-4.7706127,537,0.8613846
10780.0,0.11097769,5390.0,1.0,0.124169394,0.20361654,0.05,-5.381445,538,0.86143285
10800.0,0.110976666,5400.0,0.7,0.12423072,0.20361663,0.1,-7.1957307,539,0.8614502
10820.0,0.11101127,5410.0,0.8,0.12430206,0.2036433,0.0,-4.707707,540,0.86146975
10840.0,0.11099296,5420.0,0.8,0.12432143,0.20365976,0.2,-6.296182,541,0.8615164
10860.0,0.11102336,5430.0,0.7,0.124350846,0.2036743,0.0,-6.314681,542,0.8615437
10880.0,0.11100218,5440.0,0.8,0.124369286,0.20366299,0.0,-5.4930906,543,0.8615691
10900.0,0.111022174,5450.0,0.5,0.12443175,0.20367025,0.05,-7.287883,544,0.86155397
10920.0,0.11105993,5460.0,0.9,0.124479465,0.20366669,0.0,-5.7078066,545,0.86154747
10940.0,0.11104218,5470.0,0.9,0.12452265,0.20366667,0.05,-7.1850405,546,0.8615547
10960.0,0.111061074,5480.0,0.7,0.12460061,0.2036463,0.05,-6.3017225,547,0.86152476
10980.0,0.11109231,5490.0,0.8,0.12463541,0.20367248,0.0,-7.5464563,548,0.861512
11000.0,0.11110276,5500.0,0.8,0.12466393,0.20366602,0.0,-7.6216965,549,0.86153936
11020.0,0.11115333,5510.0,0.8,0.12470112,0.20367897,0.1,-8.08858,550,0.86158466
11040.0,0.11119521,5520.0,0.7,0.12471368,0.20367236,0.1,-8.936281,551,0.8616014
11060.0,0.111192085,5530.0,0.9,0.12474415,0.20367186,0.15,-5.231519,552,0.86160916
11080.0,0.11118829,5540.0,0.8,0.12478706,0.20365894,0.0,-7.3375587,553,0.86162347
11100.0,0.11119822,5550.0,0.8,0.124818064,0.20363861,0.05,-7.0534463,554,0.86163837
11120.0,0.111184835,5560.0,0.8,0.12486077,0.2036373,0.05,-4.2787023,555,0.8616248
11140.0,0.11119431,5570.0,0.8,0.12491601,0.20363979,0.0,-6.2201767,556,0.8616417
